"gender","fedchamb_flag","interject","n","date"
"male",0,1,84,2016-05-05
"male",1,0,25,2016-05-05
NA,0,0,80,2016-05-05
NA,0,1,31,2016-05-05
NA,1,0,8,2016-05-05
NA,1,1,1,2016-05-05
"female",0,0,37,2016-05-04
"female",0,1,20,2016-05-04
"female",1,0,12,2016-05-04
"male",0,0,115,2016-05-04
"male",0,1,45,2016-05-04
"male",1,0,26,2016-05-04
NA,0,0,82,2016-05-04
NA,0,1,21,2016-05-04
NA,1,0,5,2016-05-04
NA,1,1,4,2016-05-04
"female",0,0,20,2016-05-03
"female",0,1,10,2016-05-03
"male",0,0,111,2016-05-03
"male",0,1,41,2016-05-03
NA,0,0,65,2016-05-03
NA,0,1,17,2016-05-03
"female",0,0,50,2016-05-02
"female",0,1,9,2016-05-02
"female",1,0,44,2016-05-02
"female",1,1,25,2016-05-02
"male",0,0,137,2016-05-02
"male",0,1,36,2016-05-02
"male",1,0,73,2016-05-02
"male",1,1,21,2016-05-02
NA,0,0,102,2016-05-02
NA,0,1,10,2016-05-02
NA,1,0,40,2016-05-02
NA,1,1,12,2016-05-02
"female",0,0,25,2016-04-19
"female",0,1,9,2016-04-19
"male",0,0,84,2016-04-19
"male",0,1,52,2016-04-19
NA,0,0,103,2016-04-19
NA,0,1,11,2016-04-19
"female",0,0,27,2016-04-18
"female",0,1,9,2016-04-18
"male",0,0,148,2016-04-18
"male",0,1,58,2016-04-18
NA,0,0,102,2016-04-18
NA,0,1,15,2016-04-18
"female",0,0,36,2016-03-17
"female",0,1,14,2016-03-17
"female",1,0,22,2016-03-17
"male",0,0,135,2016-03-17
"male",0,1,64,2016-03-17
"male",1,0,27,2016-03-17
NA,0,0,101,2016-03-17
NA,0,1,27,2016-03-17
NA,1,0,10,2016-03-17
NA,1,1,3,2016-03-17
"female",0,0,32,2016-03-16
"female",0,1,9,2016-03-16
"female",1,0,14,2016-03-16
"male",0,0,132,2016-03-16
"male",0,1,53,2016-03-16
"male",1,0,23,2016-03-16
NA,0,0,90,2016-03-16
NA,0,1,23,2016-03-16
NA,1,0,4,2016-03-16
"female",0,0,27,2016-03-15
"female",0,1,20,2016-03-15
"male",0,0,170,2016-03-15
"male",0,1,23,2016-03-15
NA,0,0,64,2016-03-15
NA,0,1,10,2016-03-15
"female",0,0,32,2016-03-03
"female",0,1,15,2016-03-03
"female",1,0,22,2016-03-03
"male",0,0,167,2016-03-03
"male",0,1,58,2016-03-03
"male",1,0,23,2016-03-03
NA,0,0,71,2016-03-03
NA,0,1,12,2016-03-03
NA,1,0,5,2016-03-03
NA,1,1,2,2016-03-03
"female",0,0,47,2016-03-02
"female",0,1,19,2016-03-02
"female",1,0,10,2016-03-02
"male",0,0,119,2016-03-02
"male",0,1,57,2016-03-02
"male",1,0,13,2016-03-02
NA,0,0,96,2016-03-02
NA,0,1,18,2016-03-02
NA,1,0,3,2016-03-02
NA,1,1,2,2016-03-02
"female",0,0,37,2016-03-01
"female",0,1,17,2016-03-01
"male",0,0,97,2016-03-01
"male",0,1,49,2016-03-01
NA,0,0,77,2016-03-01
NA,0,1,15,2016-03-01
"female",0,0,53,2016-02-29
"female",0,1,11,2016-02-29
"female",1,0,36,2016-02-29
"male",0,0,103,2016-02-29
"male",0,1,45,2016-02-29
"male",1,0,34,2016-02-29
"male",1,1,2,2016-02-29
NA,0,0,81,2016-02-29
NA,0,1,11,2016-02-29
NA,1,0,12,2016-02-29
"female",0,0,31,2016-02-25
"female",0,1,25,2016-02-25
"female",1,0,20,2016-02-25
"female",1,1,2,2016-02-25
"male",0,0,141,2016-02-25
"male",0,1,38,2016-02-25
"male",1,0,23,2016-02-25
"male",1,1,3,2016-02-25
NA,0,0,72,2016-02-25
NA,0,1,10,2016-02-25
NA,1,0,7,2016-02-25
NA,1,1,2,2016-02-25
"female",0,0,41,2016-02-24
"female",0,1,32,2016-02-24
"female",1,0,16,2016-02-24
"female",1,1,2,2016-02-24
"male",0,0,154,2016-02-24
"male",0,1,72,2016-02-24
"male",1,0,13,2016-02-24
NA,0,0,105,2016-02-24
NA,0,1,28,2016-02-24
NA,1,0,8,2016-02-24
NA,1,1,1,2016-02-24
"female",0,0,31,2016-02-23
"female",0,1,20,2016-02-23
"male",0,0,141,2016-02-23
"male",0,1,59,2016-02-23
NA,0,0,102,2016-02-23
NA,0,1,22,2016-02-23
"female",0,0,40,2016-02-22
"female",0,1,13,2016-02-22
"female",1,0,48,2016-02-22
"female",1,1,2,2016-02-22
"male",0,0,268,2016-02-22
"male",0,1,36,2016-02-22
"male",1,0,49,2016-02-22
"male",1,1,4,2016-02-22
NA,0,0,99,2016-02-22
NA,0,1,7,2016-02-22
NA,1,0,28,2016-02-22
NA,1,1,4,2016-02-22
"female",0,0,20,2016-02-11
"female",0,1,5,2016-02-11
"female",1,0,13,2016-02-11
"male",0,0,113,2016-02-11
"male",0,1,42,2016-02-11
"male",1,0,27,2016-02-11
"male",1,1,1,2016-02-11
NA,0,0,76,2016-02-11
NA,0,1,20,2016-02-11
NA,1,0,7,2016-02-11
"female",0,0,53,2016-02-10
"female",0,1,8,2016-02-10
"female",1,0,11,2016-02-10
"female",1,1,1,2016-02-10
"male",0,0,127,2016-02-10
"male",0,1,39,2016-02-10
"male",1,0,15,2016-02-10
NA,0,0,106,2016-02-10
NA,0,1,15,2016-02-10
NA,1,0,8,2016-02-10
NA,1,1,1,2016-02-10
"female",0,0,37,2016-02-09
"female",0,1,15,2016-02-09
"male",0,0,130,2016-02-09
"male",0,1,34,2016-02-09
NA,0,0,84,2016-02-09
NA,0,1,14,2016-02-09
"female",0,0,35,2016-02-08
"female",0,1,12,2016-02-08
"female",1,0,40,2016-02-08
"female",1,1,3,2016-02-08
"male",0,0,158,2016-02-08
"male",0,1,38,2016-02-08
"male",1,0,38,2016-02-08
"male",1,1,2,2016-02-08
NA,0,0,75,2016-02-08
NA,0,1,12,2016-02-08
NA,1,0,15,2016-02-08
NA,1,1,4,2016-02-08
"female",0,0,73,2016-02-04
"female",0,1,19,2016-02-04
"female",1,0,20,2016-02-04
"female",1,1,2,2016-02-04
"male",0,0,210,2016-02-04
"male",0,1,48,2016-02-04
"male",1,0,23,2016-02-04
"male",1,1,1,2016-02-04
NA,0,0,87,2016-02-04
NA,0,1,14,2016-02-04
NA,1,0,10,2016-02-04
"female",0,0,53,2016-02-03
"female",0,1,28,2016-02-03
"female",1,0,16,2016-02-03
"female",1,1,2,2016-02-03
"male",0,0,348,2016-02-03
"male",0,1,54,2016-02-03
"male",1,0,26,2016-02-03
"male",1,1,2,2016-02-03
NA,0,0,69,2016-02-03
NA,0,1,8,2016-02-03
NA,1,0,9,2016-02-03
"female",0,0,62,2016-02-02
"female",0,1,17,2016-02-02
"male",0,0,314,2016-02-02
"male",0,1,39,2016-02-02
NA,0,0,108,2016-02-02
NA,0,1,8,2016-02-02
"female",0,0,29,2015-12-03
"female",0,1,19,2015-12-03
"female",1,0,22,2015-12-03
"male",0,0,189,2015-12-03
"male",0,1,53,2015-12-03
"male",1,0,30,2015-12-03
NA,0,0,126,2015-12-03
NA,0,1,19,2015-12-03
NA,1,0,5,2015-12-03
NA,1,1,1,2015-12-03
"female",0,0,37,2015-12-02
"female",0,1,8,2015-12-02
"female",1,0,14,2015-12-02
"male",0,0,168,2015-12-02
"male",0,1,41,2015-12-02
"male",1,0,11,2015-12-02
NA,0,0,98,2015-12-02
NA,0,1,10,2015-12-02
NA,1,0,4,2015-12-02
"female",0,0,38,2015-12-01
"female",0,1,15,2015-12-01
"male",0,0,162,2015-12-01
"male",0,1,48,2015-12-01
NA,0,0,79,2015-12-01
NA,0,1,29,2015-12-01
"female",0,0,51,2015-11-30
"female",0,1,8,2015-11-30
"female",1,0,42,2015-11-30
"female",1,1,4,2015-11-30
"male",0,0,161,2015-11-30
"male",0,1,32,2015-11-30
"male",1,0,46,2015-11-30
NA,0,0,58,2015-11-30
NA,0,1,6,2015-11-30
NA,1,0,14,2015-11-30
NA,1,1,5,2015-11-30
"female",0,0,31,2015-11-26
"female",0,1,9,2015-11-26
"female",1,0,22,2015-11-26
"male",0,0,110,2015-11-26
"male",0,1,37,2015-11-26
"male",1,0,32,2015-11-26
"male",1,1,2,2015-11-26
NA,0,0,58,2015-11-26
NA,0,1,3,2015-11-26
NA,1,0,6,2015-11-26
NA,1,1,1,2015-11-26
"female",0,0,47,2015-11-25
"female",0,1,15,2015-11-25
"female",1,0,4,2015-11-25
"male",0,0,153,2015-11-25
"male",0,1,64,2015-11-25
"male",1,0,18,2015-11-25
NA,0,0,77,2015-11-25
NA,0,1,6,2015-11-25
NA,1,0,3,2015-11-25
"female",0,0,26,2015-11-24
"female",0,1,8,2015-11-24
"male",0,0,218,2015-11-24
"male",0,1,41,2015-11-24
NA,0,0,65,2015-11-24
NA,0,1,9,2015-11-24
"female",0,0,50,2015-11-23
"female",0,1,11,2015-11-23
"female",1,0,41,2015-11-23
"male",0,0,216,2015-11-23
"male",0,1,26,2015-11-23
"male",1,0,35,2015-11-23
"male",1,1,4,2015-11-23
NA,0,0,66,2015-11-23
NA,0,1,7,2015-11-23
NA,1,0,17,2015-11-23
"female",0,0,44,2015-11-12
"female",0,1,22,2015-11-12
"female",1,0,22,2015-11-12
"female",1,1,2,2015-11-12
"male",0,0,128,2015-11-12
"male",0,1,56,2015-11-12
"male",1,0,30,2015-11-12
"male",1,1,1,2015-11-12
NA,0,0,85,2015-11-12
NA,0,1,18,2015-11-12
NA,1,0,5,2015-11-12
"female",0,0,42,2015-11-11
"female",0,1,36,2015-11-11
"male",0,0,220,2015-11-11
"male",0,1,66,2015-11-11
NA,0,0,87,2015-11-11
NA,0,1,11,2015-11-11
"female",0,0,36,2015-11-10
"female",0,1,19,2015-11-10
"male",0,0,239,2015-11-10
"male",0,1,45,2015-11-10
NA,0,0,66,2015-11-10
NA,0,1,16,2015-11-10
"female",0,0,49,2015-11-09
"female",0,1,18,2015-11-09
"female",1,0,49,2015-11-09
"female",1,1,3,2015-11-09
"male",0,0,276,2015-11-09
"male",0,1,32,2015-11-09
"male",1,0,58,2015-11-09
"male",1,1,7,2015-11-09
NA,0,0,69,2015-11-09
NA,0,1,5,2015-11-09
NA,1,0,12,2015-11-09
NA,1,1,2,2015-11-09
"female",0,0,26,2015-10-22
"female",0,1,18,2015-10-22
"female",1,0,18,2015-10-22
"male",0,0,161,2015-10-22
"male",0,1,51,2015-10-22
"male",1,0,23,2015-10-22
NA,0,0,84,2015-10-22
NA,0,1,20,2015-10-22
NA,1,0,4,2015-10-22
NA,1,1,1,2015-10-22
"female",0,0,46,2015-10-21
"female",0,1,18,2015-10-21
"female",1,0,13,2015-10-21
"male",0,0,144,2015-10-21
"male",0,1,49,2015-10-21
"male",1,0,10,2015-10-21
NA,0,0,72,2015-10-21
NA,0,1,21,2015-10-21
NA,1,0,2,2015-10-21
"female",0,0,47,2015-10-20
"female",0,1,14,2015-10-20
"male",0,0,147,2015-10-20
"male",0,1,40,2015-10-20
NA,0,0,69,2015-10-20
NA,0,1,9,2015-10-20
"female",0,0,51,2015-10-19
"female",0,1,11,2015-10-19
"female",1,0,44,2015-10-19
"male",0,0,175,2015-10-19
"male",0,1,65,2015-10-19
"male",1,0,39,2015-10-19
"male",1,1,3,2015-10-19
NA,0,0,88,2015-10-19
NA,0,1,19,2015-10-19
NA,1,0,16,2015-10-19
"female",0,0,37,2015-10-15
"female",0,1,11,2015-10-15
"female",1,0,21,2015-10-15
"male",0,0,128,2015-10-15
"male",0,1,50,2015-10-15
"male",1,0,18,2015-10-15
NA,0,0,76,2015-10-15
NA,0,1,27,2015-10-15
NA,1,0,3,2015-10-15
"female",0,0,47,2015-10-14
"female",0,1,9,2015-10-14
"female",1,0,6,2015-10-14
"male",0,0,193,2015-10-14
"male",0,1,46,2015-10-14
"male",1,0,14,2015-10-14
NA,0,0,87,2015-10-14
NA,0,1,19,2015-10-14
NA,1,0,4,2015-10-14
NA,1,1,1,2015-10-14
"female",0,0,37,2015-10-13
"female",0,1,31,2015-10-13
"male",0,0,163,2015-10-13
"male",0,1,45,2015-10-13
NA,0,0,79,2015-10-13
NA,0,1,9,2015-10-13
"female",0,0,34,2015-10-12
"female",0,1,18,2015-10-12
"female",1,0,48,2015-10-12
"male",0,0,192,2015-10-12
"male",0,1,34,2015-10-12
"male",1,0,41,2015-10-12
"male",1,1,1,2015-10-12
NA,0,0,84,2015-10-12
NA,0,1,10,2015-10-12
NA,1,0,15,2015-10-12
"female",0,0,37,2015-09-17
"female",0,1,27,2015-09-17
"female",1,0,21,2015-09-17
"female",1,1,4,2015-09-17
"male",0,0,134,2015-09-17
"male",0,1,73,2015-09-17
"male",1,0,21,2015-09-17
"male",1,1,3,2015-09-17
NA,0,0,125,2015-09-17
NA,0,1,21,2015-09-17
NA,1,0,5,2015-09-17
"female",0,0,32,2015-09-16
"female",0,1,29,2015-09-16
"female",1,0,9,2015-09-16
"male",0,0,193,2015-09-16
"male",0,1,80,2015-09-16
"male",1,0,12,2015-09-16
NA,0,0,104,2015-09-16
NA,0,1,20,2015-09-16
NA,1,0,5,2015-09-16
"female",0,0,37,2015-09-15
"female",0,1,22,2015-09-15
"male",0,0,167,2015-09-15
"male",0,1,74,2015-09-15
NA,0,0,109,2015-09-15
NA,0,1,21,2015-09-15
"female",0,0,45,2015-09-14
"female",0,1,24,2015-09-14
"female",1,0,42,2015-09-14
"female",1,1,1,2015-09-14
"male",0,0,171,2015-09-14
"male",0,1,57,2015-09-14
"male",1,0,57,2015-09-14
"male",1,1,7,2015-09-14
NA,0,0,94,2015-09-14
NA,0,1,19,2015-09-14
NA,1,0,18,2015-09-14
NA,1,1,6,2015-09-14
"female",0,0,24,2015-09-10
"female",0,1,15,2015-09-10
"female",1,0,9,2015-09-10
"male",0,0,159,2015-09-10
"male",0,1,93,2015-09-10
"male",1,0,23,2015-09-10
NA,0,0,95,2015-09-10
NA,0,1,19,2015-09-10
NA,1,0,2,2015-09-10
"female",0,0,24,2015-09-09
"female",0,1,15,2015-09-09
"female",1,0,9,2015-09-09
"male",0,0,159,2015-09-09
"male",0,1,93,2015-09-09
"male",1,0,23,2015-09-09
NA,0,0,95,2015-09-09
NA,0,1,19,2015-09-09
NA,1,0,2,2015-09-09
"female",0,0,37,2015-09-08
"female",0,1,16,2015-09-08
"male",0,0,149,2015-09-08
"male",0,1,77,2015-09-08
NA,0,0,108,2015-09-08
NA,0,1,35,2015-09-08
"female",0,0,53,2015-09-07
"female",0,1,5,2015-09-07
"female",1,0,40,2015-09-07
"female",1,1,1,2015-09-07
"male",0,0,156,2015-09-07
"male",0,1,22,2015-09-07
"male",1,0,36,2015-09-07
"male",1,1,1,2015-09-07
NA,0,0,58,2015-09-07
NA,0,1,9,2015-09-07
NA,1,0,14,2015-09-07
NA,1,1,3,2015-09-07
"female",0,0,24,2015-08-20
"female",0,1,26,2015-08-20
"female",1,0,16,2015-08-20
"male",0,0,134,2015-08-20
"male",0,1,33,2015-08-20
"male",1,0,23,2015-08-20
NA,0,0,88,2015-08-20
NA,0,1,16,2015-08-20
NA,1,0,4,2015-08-20
"female",0,0,37,2015-08-19
"female",0,1,30,2015-08-19
"female",1,0,9,2015-08-19
"male",0,0,186,2015-08-19
"male",0,1,82,2015-08-19
"male",1,0,12,2015-08-19
NA,0,0,163,2015-08-19
NA,0,1,32,2015-08-19
NA,1,0,2,2015-08-19
"female",0,0,42,2015-08-18
"female",0,1,23,2015-08-18
"male",0,0,130,2015-08-18
"male",0,1,48,2015-08-18
NA,0,0,122,2015-08-18
NA,0,1,22,2015-08-18
"female",0,0,33,2015-08-17
"female",0,1,20,2015-08-17
"female",1,0,42,2015-08-17
"female",1,1,4,2015-08-17
"male",0,0,161,2015-08-17
"male",0,1,34,2015-08-17
"male",1,0,52,2015-08-17
"male",1,1,6,2015-08-17
NA,0,0,78,2015-08-17
NA,0,1,17,2015-08-17
NA,1,0,19,2015-08-17
NA,1,1,3,2015-08-17
"female",0,0,48,2015-08-13
"female",0,1,27,2015-08-13
"female",1,0,14,2015-08-13
"male",0,0,124,2015-08-13
"male",0,1,53,2015-08-13
"male",1,0,27,2015-08-13
"male",1,1,1,2015-08-13
NA,0,0,109,2015-08-13
NA,0,1,27,2015-08-13
NA,1,0,9,2015-08-13
NA,1,1,2,2015-08-13
"female",0,0,36,2015-08-12
"female",0,1,19,2015-08-12
"female",1,0,23,2015-08-12
"female",1,1,6,2015-08-12
"male",0,0,126,2015-08-12
"male",0,1,36,2015-08-12
"male",1,0,32,2015-08-12
"male",1,1,4,2015-08-12
NA,0,0,96,2015-08-12
NA,0,1,29,2015-08-12
NA,1,0,17,2015-08-12
NA,1,1,2,2015-08-12
"female",0,0,36,2015-08-11
"female",0,1,20,2015-08-11
"male",0,0,130,2015-08-11
"male",0,1,37,2015-08-11
NA,0,0,77,2015-08-11
NA,0,1,28,2015-08-11
"female",0,0,31,2015-08-10
"female",0,1,2,2015-08-10
"male",0,0,112,2015-08-10
"male",0,1,7,2015-08-10
NA,0,0,13,2015-08-10
NA,0,1,6,2015-08-10
"female",0,0,29,2015-06-25
"female",0,1,9,2015-06-25
"female",1,0,16,2015-06-25
"male",0,0,157,2015-06-25
"male",0,1,48,2015-06-25
"male",1,0,29,2015-06-25
NA,0,0,112,2015-06-25
NA,0,1,19,2015-06-25
NA,1,0,4,2015-06-25
NA,1,1,2,2015-06-25
"female",0,0,49,2015-06-24
"female",0,1,10,2015-06-24
"female",1,0,13,2015-06-24
"female",1,1,1,2015-06-24
"male",0,0,113,2015-06-24
"male",0,1,32,2015-06-24
"male",1,0,13,2015-06-24
NA,0,0,79,2015-06-24
NA,0,1,12,2015-06-24
NA,1,0,5,2015-06-24
"female",0,0,31,2015-06-23
"female",0,1,20,2015-06-23
"male",0,0,143,2015-06-23
"male",0,1,52,2015-06-23
NA,0,0,92,2015-06-23
NA,0,1,15,2015-06-23
"female",0,0,64,2015-06-22
"female",0,1,8,2015-06-22
"female",1,0,62,2015-06-22
"female",1,1,7,2015-06-22
"male",0,0,151,2015-06-22
"male",0,1,45,2015-06-22
"male",1,0,68,2015-06-22
"male",1,1,5,2015-06-22
NA,0,0,104,2015-06-22
NA,0,1,12,2015-06-22
NA,1,0,23,2015-06-22
NA,1,1,3,2015-06-22
"female",0,0,22,2015-06-18
"female",0,1,21,2015-06-18
"female",1,0,17,2015-06-18
"female",1,1,9,2015-06-18
"male",0,0,192,2015-06-18
"male",0,1,98,2015-06-18
"male",1,0,49,2015-06-18
"male",1,1,19,2015-06-18
NA,0,0,131,2015-06-18
NA,0,1,30,2015-06-18
NA,1,0,10,2015-06-18
NA,1,1,7,2015-06-18
"female",0,0,41,2015-06-17
"female",0,1,7,2015-06-17
"female",1,0,27,2015-06-17
"female",1,1,18,2015-06-17
"male",0,0,128,2015-06-17
"male",0,1,65,2015-06-17
"male",1,0,111,2015-06-17
"male",1,1,36,2015-06-17
NA,0,0,97,2015-06-17
NA,0,1,25,2015-06-17
NA,1,0,47,2015-06-17
NA,1,1,29,2015-06-17
"female",0,0,29,2015-06-16
"female",0,1,15,2015-06-16
"female",1,0,29,2015-06-16
"female",1,1,14,2015-06-16
"male",0,0,129,2015-06-16
"male",0,1,35,2015-06-16
"male",1,0,69,2015-06-16
"male",1,1,18,2015-06-16
NA,0,0,93,2015-06-16
NA,0,1,11,2015-06-16
NA,1,0,21,2015-06-16
NA,1,1,19,2015-06-16
"female",0,0,50,2015-06-15
"female",0,1,10,2015-06-15
"female",1,0,40,2015-06-15
"female",1,1,1,2015-06-15
"male",0,0,162,2015-06-15
"male",0,1,47,2015-06-15
"male",1,0,100,2015-06-15
"male",1,1,16,2015-06-15
NA,0,0,95,2015-06-15
NA,0,1,18,2015-06-15
NA,1,0,45,2015-06-15
NA,1,1,16,2015-06-15
"female",0,0,25,2015-06-04
"female",0,1,14,2015-06-04
"female",1,0,21,2015-06-04
"female",1,1,3,2015-06-04
"male",0,0,160,2015-06-04
"male",0,1,47,2015-06-04
"male",1,0,31,2015-06-04
"male",1,1,4,2015-06-04
NA,0,0,97,2015-06-04
NA,0,1,21,2015-06-04
NA,1,0,14,2015-06-04
NA,1,1,2,2015-06-04
"female",0,0,28,2015-06-03
"female",0,1,11,2015-06-03
"female",1,0,11,2015-06-03
"male",0,0,164,2015-06-03
"male",0,1,74,2015-06-03
"male",1,0,22,2015-06-03
NA,0,0,87,2015-06-03
NA,0,1,22,2015-06-03
NA,1,0,12,2015-06-03
"female",0,0,26,2015-06-02
"female",0,1,17,2015-06-02
"female",1,0,8,2015-06-02
"female",1,1,7,2015-06-02
"male",0,0,144,2015-06-02
"male",0,1,30,2015-06-02
"male",1,0,34,2015-06-02
"male",1,1,12,2015-06-02
NA,0,0,78,2015-06-02
NA,0,1,17,2015-06-02
NA,1,0,4,2015-06-02
NA,1,1,4,2015-06-02
"female",0,0,31,2015-06-01
"female",0,1,15,2015-06-01
"female",1,0,32,2015-06-01
"female",1,1,6,2015-06-01
"male",0,0,160,2015-06-01
"male",0,1,53,2015-06-01
"male",1,0,67,2015-06-01
"male",1,1,22,2015-06-01
NA,0,0,92,2015-06-01
NA,0,1,3,2015-06-01
NA,1,0,28,2015-06-01
NA,1,1,11,2015-06-01
"female",0,0,40,2015-05-28
"female",0,1,3,2015-05-28
"female",1,0,13,2015-05-28
"male",0,0,108,2015-05-28
"male",0,1,28,2015-05-28
"male",1,0,14,2015-05-28
"male",1,1,1,2015-05-28
NA,0,0,64,2015-05-28
NA,0,1,16,2015-05-28
NA,1,0,7,2015-05-28
NA,1,1,1,2015-05-28
"female",0,0,32,2015-05-27
"female",0,1,10,2015-05-27
"female",1,0,14,2015-05-27
"male",0,0,123,2015-05-27
"male",0,1,37,2015-05-27
"male",1,0,30,2015-05-27
"male",1,1,11,2015-05-27
NA,0,0,71,2015-05-27
NA,0,1,14,2015-05-27
NA,1,0,10,2015-05-27
NA,1,1,5,2015-05-27
"female",0,0,36,2015-05-26
"female",0,1,11,2015-05-26
"female",1,0,14,2015-05-26
"female",1,1,13,2015-05-26
"male",0,0,123,2015-05-26
"male",0,1,39,2015-05-26
"male",1,0,32,2015-05-26
"male",1,1,5,2015-05-26
NA,0,0,50,2015-05-26
NA,0,1,7,2015-05-26
NA,1,0,10,2015-05-26
NA,1,1,3,2015-05-26
"female",0,0,53,2015-05-25
"female",0,1,9,2015-05-25
"female",1,0,33,2015-05-25
"female",1,1,4,2015-05-25
"male",0,0,120,2015-05-25
"male",0,1,29,2015-05-25
"male",1,0,54,2015-05-25
"male",1,1,7,2015-05-25
NA,0,0,51,2015-05-25
NA,0,1,15,2015-05-25
NA,1,0,13,2015-05-25
NA,1,1,7,2015-05-25
"female",0,0,41,2015-05-14
"female",0,1,26,2015-05-14
"female",1,0,11,2015-05-14
"female",1,1,2,2015-05-14
"male",0,0,139,2015-05-14
"male",0,1,68,2015-05-14
"male",1,0,34,2015-05-14
"male",1,1,1,2015-05-14
NA,0,0,121,2015-05-14
NA,0,1,11,2015-05-14
NA,1,0,3,2015-05-14
"female",0,0,32,2015-05-13
"female",0,1,23,2015-05-13
"female",1,0,14,2015-05-13
"female",1,1,1,2015-05-13
"male",0,0,147,2015-05-13
"male",0,1,40,2015-05-13
"male",1,0,20,2015-05-13
NA,0,0,106,2015-05-13
NA,0,1,18,2015-05-13
NA,1,0,14,2015-05-13
"female",0,0,38,2015-05-12
"female",0,1,9,2015-05-12
"male",0,0,152,2015-05-12
"male",0,1,15,2015-05-12
NA,0,0,74,2015-05-12
NA,0,1,8,2015-05-12
"female",0,0,30,2015-03-26
"female",0,1,22,2015-03-26
"female",1,0,16,2015-03-26
"female",1,1,1,2015-03-26
"male",0,0,122,2015-03-26
"male",0,1,26,2015-03-26
"male",1,0,26,2015-03-26
"male",1,1,15,2015-03-26
NA,0,0,83,2015-03-26
NA,0,1,18,2015-03-26
NA,1,0,10,2015-03-26
"female",0,0,39,2015-03-25
"female",0,1,4,2015-03-25
"female",1,0,10,2015-03-25
"male",0,0,138,2015-03-25
"male",0,1,56,2015-03-25
"male",1,0,25,2015-03-25
NA,0,0,60,2015-03-25
NA,0,1,12,2015-03-25
NA,1,0,8,2015-03-25
"female",0,0,36,2015-03-24
"female",0,1,17,2015-03-24
"female",1,0,30,2015-03-24
"female",1,1,3,2015-03-24
"male",0,0,179,2015-03-24
"male",0,1,37,2015-03-24
"male",1,0,33,2015-03-24
"male",1,1,4,2015-03-24
NA,0,0,107,2015-03-24
NA,0,1,18,2015-03-24
NA,1,0,12,2015-03-24
NA,1,1,3,2015-03-24
"female",0,0,6,2015-03-23
"male",0,0,93,2015-03-23
NA,0,0,6,2015-03-23
NA,0,1,3,2015-03-23
"female",0,0,14,2015-03-19
"female",0,1,7,2015-03-19
"female",1,0,24,2015-03-19
"male",0,0,147,2015-03-19
"male",0,1,26,2015-03-19
"male",1,0,19,2015-03-19
NA,0,0,81,2015-03-19
NA,0,1,24,2015-03-19
NA,1,0,7,2015-03-19
NA,1,1,3,2015-03-19
"female",0,0,42,2015-03-18
"female",0,1,18,2015-03-18
"female",1,0,12,2015-03-18
"male",0,0,130,2015-03-18
"male",0,1,27,2015-03-18
"male",1,0,30,2015-03-18
"male",1,1,3,2015-03-18
NA,0,0,74,2015-03-18
NA,0,1,18,2015-03-18
NA,1,0,10,2015-03-18
"female",0,0,46,2015-03-17
"female",0,1,15,2015-03-17
"male",0,0,118,2015-03-17
"male",0,1,56,2015-03-17
NA,0,0,84,2015-03-17
NA,0,1,12,2015-03-17
"female",0,0,40,2015-03-16
"female",0,1,11,2015-03-16
"female",1,0,43,2015-03-16
"female",1,1,4,2015-03-16
"male",0,0,147,2015-03-16
"male",0,1,33,2015-03-16
"male",1,0,38,2015-03-16
NA,0,0,65,2015-03-16
NA,0,1,14,2015-03-16
NA,1,0,18,2015-03-16
NA,1,1,5,2015-03-16
"female",0,0,37,2015-03-05
"female",0,1,11,2015-03-05
"female",1,0,15,2015-03-05
"female",1,1,1,2015-03-05
"male",0,0,132,2015-03-05
"male",0,1,43,2015-03-05
"male",1,0,29,2015-03-05
"male",1,1,4,2015-03-05
NA,0,0,63,2015-03-05
NA,0,1,11,2015-03-05
NA,1,0,8,2015-03-05
NA,1,1,3,2015-03-05
"female",0,0,46,2015-03-04
"female",0,1,11,2015-03-04
"female",1,0,7,2015-03-04
"male",0,0,117,2015-03-04
"male",0,1,16,2015-03-04
"male",1,0,15,2015-03-04
NA,0,0,47,2015-03-04
NA,0,1,11,2015-03-04
NA,1,0,2,2015-03-04
NA,1,1,1,2015-03-04
"female",0,0,50,2015-03-03
"female",0,1,21,2015-03-03
"male",0,0,89,2015-03-03
"male",0,1,41,2015-03-03
NA,0,0,83,2015-03-03
NA,0,1,17,2015-03-03
"female",0,0,49,2015-03-02
"female",0,1,11,2015-03-02
"female",1,0,38,2015-03-02
"female",1,1,3,2015-03-02
"male",0,0,138,2015-03-02
"male",0,1,27,2015-03-02
"male",1,0,44,2015-03-02
"male",1,1,1,2015-03-02
NA,0,0,66,2015-03-02
NA,0,1,14,2015-03-02
NA,1,0,13,2015-03-02
NA,1,1,2,2015-03-02
"female",0,0,28,2015-02-26
"female",0,1,8,2015-02-26
"female",1,0,16,2015-02-26
"male",0,0,136,2015-02-26
"male",0,1,39,2015-02-26
"male",1,0,19,2015-02-26
NA,0,0,95,2015-02-26
NA,0,1,27,2015-02-26
NA,1,0,7,2015-02-26
NA,1,1,1,2015-02-26
"female",0,0,27,2015-02-25
"female",0,1,17,2015-02-25
"female",1,0,3,2015-02-25
"female",1,1,1,2015-02-25
"male",0,0,132,2015-02-25
"male",0,1,32,2015-02-25
"male",1,0,13,2015-02-25
NA,0,0,70,2015-02-25
NA,0,1,21,2015-02-25
