"uniqueID","phid","surname","firstName","displayName","gender","title","prefix","suffix","electorate","party","deathDate","form1","form2","form3","form4","form5"
"Randall1953","PK6","Randall","Donald","Randall, Don","male","Mr",NA,NA,"Canning","Liberal Party of Australia",2015-07-21,"Mr Donald Randall","Mr Randall","Mr DONALD RANDALL","Mr RANDALL","Mr Donald RANDALL"
"Rankin1887","K2A","Rankin","George","Rankin, George","male","Mr",NA,"DSO",NA,"Australian Country Party",1957-12-28,"Mr George Rankin","Mr Rankin","Mr GEORGE RANKIN","Mr RANKIN","Mr George RANKIN"
"Rea1963","HVR","Rea","Kerry","Rea, Kerry","female","Ms|Mrs",NA,NA,"Bonner","Australian Labor Party",NA,"(Ms|Mrs) Kerry Rea","(Ms|Mrs) Rea","(Ms|Mrs) KERRY REA","(Ms|Mrs) REA","(Ms|Mrs) Kerry REA"
"Reeves1952","KYP","Reeves","John","Reeves, John","male","Mr",NA,NA,"Northern Territory","Australian Labor Party",NA,"Mr John Reeves","Mr Reeves","Mr JOHN REEVES","Mr REEVES","Mr John REEVES"
"Reid1845","F4P","Reid","George","Reid, George","male","Mr","the Rt. Hon. Sir","GCB, GCMG, KC","East Sydney","Liberal Party (Commonwealth)",1918-09-12,"Mr George Reid","Mr Reid","Mr GEORGE REID","Mr REID","Mr George REID"
"Reid1916","KYQ","Reid","Leonard","Reid, Len","male","Mr",NA,"DFC","Holt","Liberal Party of Australia",2003-04-22,"Mr Leonard Reid","Mr Reid","Mr LEONARD REID","Mr REID","Mr Leonard REID"
"ReidNicholas1935","VT4","Reid","Nicholas","Reid, Bruce","male","Mr","the Hon.",NA,"Bendigo","Liberal Party of Australia",NA,"Mr Nicholas Reid","Mr Reid","Mr NICHOLAS REID","Mr REID","Mr Nicholas REID"
"Reith1950","WI4","Reith","Peter","Reith, Peter","male","Mr","the Hon.","AM","Flinders","Liberal Party of Australia",NA,"Mr Peter Reith","Mr Reith","Mr PETER REITH","Mr REITH","Mr Peter REITH"
"Reynolds1923","KYS","Reynolds","Leonard","Reynolds, Len","male","Mr",NA,NA,"Barton","Australian Labor Party",1980-07-14,"Mr Leonard Reynolds","Mr Reynolds","Mr LEONARD REYNOLDS","Mr REYNOLDS","Mr Leonard REYNOLDS"
"Richardson1939","KYU","Richardson","Peter","Richardson, Peter","male","Dr|Mr","Dr",NA,"Tangney","Progress Party",NA,"(Dr|Mr) Peter Richardson","(Dr|Mr) Richardson","(Dr|Mr) PETER RICHARDSON","(Dr|Mr) RICHARDSON","(Dr|Mr) Peter RICHARDSON"
"Richardson1958","E0B","Richardson","Kym","Richardson, Kym","male","Mr",NA,NA,"Kingston","Liberal Party of Australia",NA,"Mr Kym Richardson","Mr Richardson","Mr KYM RICHARDSON","Mr RICHARDSON","Mr Kym RICHARDSON"
"Riggall1941","WT4","Riggall","John","Riggall, John","male","Mr",NA,NA,"McMillan","Liberal Party of Australia",NA,"Mr John Riggall","Mr Riggall","Mr JOHN RIGGALL","Mr RIGGALL","Mr John RIGGALL"
"Riley1859","KYV","Riley","Edward","Riley, Edward","male","Mr",NA,NA,"South Sydney","Australian Labor Party",1943-07-21,"Mr Edward Riley","Mr Riley","Mr EDWARD RILEY","Mr RILEY","Mr Edward RILEY"
"Riley1892","KYX","Riley","Edward","Riley, Edward Charles","male","Mr",NA,NA,"Cook","Australian Labor Party",1969-06-09,"Mr Edward Riley","Mr Riley","Mr EDWARD RILEY","Mr RILEY","Mr Edward RILEY"
"Riordan1886","KYZ","Riordan","David","Riordan, Darby","male","Mr",NA,NA,"Kennedy","Australian Labor Party",1936-10-15,"Mr David Riordan","Mr Riordan","Mr DAVID RIORDAN","Mr RIORDAN","Mr David RIORDAN"
"Riordan1908","KZ9","Riordan","William","Riordan, Bill","male","Mr","the Hon.","CBE","Kennedy","Australian Labor Party",1973-01-15,"Mr William Riordan","Mr Riordan","Mr WILLIAM RIORDAN","Mr RIORDAN","Mr William RIORDAN"
"Riordan1930","KZ7","Riordan","Joseph","Riordan, Joe","male","Mr","the Hon.","AO","Phillip","Australian Labor Party",2012-11-19,"Mr Joseph Riordan","Mr Riordan","Mr JOSEPH RIORDAN","Mr RIORDAN","Mr Joseph RIORDAN"
"Ripoll1966","83E","Ripoll","Bernard","Ripoll, Bernie","male","Mr","the Hon.",NA,"Oxley","Australian Labor Party",NA,"Mr Bernard Ripoll","Mr Ripoll","Mr BERNARD RIPOLL","Mr RIPOLL","Mr Bernard RIPOLL"
"Rishworth1978","HWA","Rishworth","Amanda","Rishworth, Amanda","female","Ms|Mrs","the Hon.",NA,"Kingston","Australian Labor Party",NA,"(Ms|Mrs) Amanda Rishworth","(Ms|Mrs) Rishworth","(Ms|Mrs) AMANDA RISHWORTH","(Ms|Mrs) RISHWORTH","(Ms|Mrs) Amanda RISHWORTH"
"Robb1951","FU4","Robb","Andrew","Robb, Andrew","male","Mr","the Hon.","AO","Goldstein","Liberal Party of Australia",NA,"Mr Andrew Robb","Mr Robb","Mr ANDREW ROBB","Mr ROBB","Mr Andrew ROBB"
"Robert1970","HWT","Robert","Stuart","Robert, Stuart","male","Mr","the Hon.",NA,"Fadden","Liberal Party of Australia",NA,"Mr Stuart Robert","Mr Robert","Mr STUART ROBERT","Mr ROBERT","Mr Stuart ROBERT"
"Roberton1900","KZE","Roberton","Hugh","Roberton, Hugh","male","Mr","the Hon.",NA,"Riverina","Australian Country Party",1987-03-13,"Mr Hugh Roberton","Mr Roberton","Mr HUGH ROBERTON","Mr ROBERTON","Mr Hugh ROBERTON"
"Roberts1869","KZG","Roberts","Ernest","Roberts, Ernest","male","Mr","the Hon.",NA,"Adelaide","Australian Labor Party",1913-12-02,"Mr Ernest Roberts","Mr Roberts","Mr ERNEST ROBERTS","Mr ROBERTS","Mr Ernest ROBERTS"
"Robinson1872","KZH","Robinson","Arthur","Robinson, Arthur","male","Mr","the Hon. Sir",NA,"Wannon","Free Trade",1945-05-17,"Mr Arthur Robinson","Mr Robinson","Mr ARTHUR ROBINSON","Mr ROBINSON","Mr Arthur ROBINSON"
"Robinson1927","YI4","Robinson","Ian","Robinson, Ian","male","Mr","the Hon.","OAM","Page","National Party of Australia",2017-03-23,"Mr Ian Robinson","Mr Robinson","Mr IAN ROBINSON","Mr ROBINSON","Mr Ian ROBINSON"
"Robinson1929","KZL","Robinson","Eric","Robinson, Eric","male","Mr","the Hon.",NA,"McPherson","Liberal Party of Australia",1981-01-07,"Mr Eric Robinson","Mr Robinson","Mr ERIC ROBINSON","Mr ROBINSON","Mr Eric ROBINSON"
"Rocher1936","ZI4","Rocher","Allan","Rocher, Allan","male","Mr",NA,NA,"Curtin","Independent",2016-03-18,"Mr Allan Rocher","Mr Rocher","Mr ALLAN ROCHER","Mr ROCHER","Mr Allan ROCHER"
"Rodgers1875","KZT","Rodgers","Arthur","Rodgers, Arthur","male","Mr","the Hon.",NA,"Wannon","Nationalist Party",1936-10-04,"Mr Arthur Rodgers","Mr Rodgers","Mr ARTHUR RODGERS","Mr RODGERS","Mr Arthur RODGERS"
"Ronald1861","KZV","Ronald","James","Ronald, James","male","Mr","the Hon. Rev.",NA,"Southern Melbourne","Australian Labor Party",1941-07-27,"Mr James Ronald","Mr Ronald","Mr JAMES RONALD","Mr RONALD","Mr James RONALD"
"Ronaldson1954","XT4","Ronaldson","Michael","Ronaldson, Michael","male","Mr","the Hon.",NA,NA,"Liberal Party of Australia",NA,"Mr Michael Ronaldson","Mr Ronaldson","Mr MICHAEL RONALDSON","Mr RONALDSON","Mr Michael RONALDSON"
"Rosevear1892","L08","Rosevear","John","Rosevear, Sol","male","Mr","the Hon.",NA,"Dalley","Australian Labor Party",1953-03-21,"Mr John Rosevear","Mr Rosevear","Mr JOHN ROSEVEAR","Mr ROSEVEAR","Mr John ROSEVEAR"
"Rowe1872","L0B","Rowe","Albert","Rowe, Albert","male","Mr",NA,NA,"Parramatta","Australian Labor Party",1955-08-16,"Mr Albert Rowe","Mr Rowe","Mr ALBERT ROWE","Mr ROWE","Mr Albert ROWE"
"Rowland1971","159771","Rowland","Michelle","Rowland, Michelle","female","Ms|Mrs","the Hon.",NA,"Greenway","Australian Labor Party",NA,"(Ms|Mrs) Michelle Rowland","(Ms|Mrs) Rowland","(Ms|Mrs) MICHELLE ROWLAND","(Ms|Mrs) ROWLAND","(Ms|Mrs) Michelle ROWLAND"
"Roxon1967","83K","Roxon","Nicola","Roxon, Nicola","female","Ms|Mrs","the Hon.",NA,"Gellibrand","Australian Labor Party",NA,"(Ms|Mrs) Nicola Roxon","(Ms|Mrs) Roxon","(Ms|Mrs) NICOLA ROXON","(Ms|Mrs) ROXON","(Ms|Mrs) Nicola ROXON"
"Roy1990","M2X","Roy","Wyatt","Roy, Wyatt","male","Mr","the Hon.",NA,"Longman","Liberal Party of Australia",NA,"Mr Wyatt Roy","Mr Roy","Mr WYATT ROY","Mr ROY","Mr Wyatt ROY"
"Rudd1957","83T","Rudd","Kevin","Rudd, Kevin","male","Dr|Mr","the Hon. Dr","AC","Griffith","Australian Labor Party",NA,"(Dr|Mr) Kevin Rudd","(Dr|Mr) Rudd","(Dr|Mr) KEVIN RUDD","(Dr|Mr) RUDD","(Dr|Mr) Kevin RUDD"
"Ruddock1943","0J4","Ruddock","Philip","Ruddock, Philip","male","Mr","the Hon.","AO","Berowra","Liberal Party of Australia",NA,"Mr Philip Ruddock","Mr Ruddock","Mr PHILIP RUDDOCK","Mr RUDDOCK","Mr Philip RUDDOCK"
"Russell1890","L0F","Russell","Edgar","Russell, Edgar","male","Mr",NA,NA,"Grey","Australian Labor Party",1963-03-31,"Mr Edgar Russell","Mr Russell","Mr EDGAR RUSSELL","Mr RUSSELL","Mr Edgar RUSSELL"
"Russell1907","L0D","Russell","Charles","Russell, Charles","male","Mr",NA,NA,"Maranoa","Australian Country Party",1977-10-21,"Mr Charles Russell","Mr Russell","Mr CHARLES RUSSELL","Mr RUSSELL","Mr Charles RUSSELL"
"Ryan1876","L0H","Ryan","Thomas","Ryan, TJ","male","Mr","the Hon.",NA,"West Sydney","Australian Labor Party",1921-08-01,"Mr Thomas Ryan","Mr Ryan","Mr THOMAS RYAN","Mr RYAN","Mr Thomas RYAN"
"Ryan1884","L0G","Ryan","Rupert","Ryan, Rupert","male","Mr",NA,"CMG, DSO","Flinders","Liberal Party of Australia",1952-08-26,"Mr Rupert Ryan","Mr Ryan","Mr RUPERT RYAN","Mr RYAN","Mr Rupert RYAN"
"Ryan1961","249224","Ryan","Joanne","Ryan, Joanne","female","Ms|Mrs",NA,NA,"Lalor","Australian Labor Party",NA,"(Ms|Mrs) Joanne Ryan","(Ms|Mrs) Ryan","(Ms|Mrs) JOANNE RYAN","(Ms|Mrs) RYAN","(Ms|Mrs) Joanne RYAN"
"Ryrie1865","L0I","Ryrie","Granville","Ryrie, Granville","male","Mr","the Hon. Sir","CB, KCMG","Warringah","Nationalist Party",1937-10-02,"Mr Granville Ryrie","Mr Ryrie","Mr GRANVILLE RYRIE","Mr RYRIE","Mr Granville RYRIE"
"Saffin1954","HVY","Saffin","Janelle","Saffin, Janelle","female","Ms|Mrs",NA,NA,"Page","Australian Labor Party",NA,"(Ms|Mrs) Janelle Saffin","(Ms|Mrs) Saffin","(Ms|Mrs) JANELLE SAFFIN","(Ms|Mrs) SAFFIN","(Ms|Mrs) Janelle SAFFIN"
"Sainsbury1940","L0J","Sainsbury","Murray","Sainsbury, Murray","male","Mr",NA,NA,"Eden-Monaro","Liberal Party of Australia",NA,"Mr Murray Sainsbury","Mr Sainsbury","Mr MURRAY SAINSBURY","Mr SAINSBURY","Mr Murray SAINSBURY"
"Salmon1861","L0K","Salmon","Charles","Salmon, Carty","male","Mr","the Hon.",NA,"Grampians","Nationalist Party",1917-09-15,"Mr Charles Salmon","Mr Salmon","Mr CHARLES SALMON","Mr SALMON","Mr Charles SALMON"
"Sampson1863","L0P","Sampson","Sydney","Sampson, Sydney","male","Mr",NA,NA,"Wimmera","Nationalist Party",1948-03-24,"Mr Sydney Sampson","Mr Sampson","Mr SYDNEY SAMPSON","Mr SAMPSON","Mr Sydney SAMPSON"
"Saunderson1948","2J4","Saunderson","John","Saunderson, John","male","Mr",NA,NA,"Aston","Australian Labor Party",NA,"Mr John Saunderson","Mr Saunderson","Mr JOHN SAUNDERSON","Mr SAUNDERSON","Mr John SAUNDERSON"
"Sawers1844","KPX","Sawers","William","Sawers, William","male","Mr","the Hon.",NA,"New England","Protectionist Party",1916-05-19,"Mr William Sawers","Mr Sawers","Mr WILLIAM SAWERS","Mr SAWERS","Mr William SAWERS"
"Sawford1944","3J4","Sawford","Rodney","Sawford, Rod","male","Mr",NA,NA,"Port Adelaide","Australian Labor Party",NA,"Mr Rodney Sawford","Mr Sawford","Mr RODNEY SAWFORD","Mr SAWFORD","Mr Rodney SAWFORD"
"Scholes1931","5J4","Scholes","Gordon","Scholes, Gordon","male","Mr","the Hon.","AO","Corio","Australian Labor Party",2018-12-09,"Mr Gordon Scholes","Mr Scholes","Mr GORDON SCHOLES","Mr SCHOLES","Mr Gordon SCHOLES"
"Scholfield1894","KQ8","Scholfield","Thomas","Scholfield, Thomas","male","Mr",NA,"MC, MM","Wannon","United Australia Party",1964-06-25,"Mr Thomas Scholfield","Mr Scholfield","Mr THOMAS SCHOLFIELD","Mr SCHOLFIELD","Mr Thomas SCHOLFIELD"
"Schultz1939","83Q","Schultz","Albert","Schultz, Alby","male","Mr",NA,NA,"Hume","Liberal Party of Australia",2015-07-14,"Mr Albert Schultz","Mr Schultz","Mr ALBERT SCHULTZ","Mr SCHULTZ","Mr Albert SCHULTZ"
"Sciacca1947","6J4","Sciacca","Concetto","Sciacca, Con","male","Mr","the Hon.","AO","Bowman","Australian Labor Party",2017-06-21,"Mr Concetto Sciacca","Mr Sciacca","Mr CONCETTO SCIACCA","Mr SCIACCA","Mr Concetto SCIACCA"
"Scott1934","7J4","Scott","John","Scott, John","male","Mr",NA,NA,"Hindmarsh","Australian Labor Party",NA,"Mr John Scott","Mr Scott","Mr JOHN SCOTT","Mr SCOTT","Mr John SCOTT"
"Scott1943","YT4","Scott","Bruce","Scott, Bruce","male","Mr","the Hon.","AM","Maranoa","The Nationals",NA,"Mr Bruce Scott","Mr Scott","Mr BRUCE SCOTT","Mr SCOTT","Mr Bruce SCOTT"
"Scott1947","8J4","Scott","Leslie","Scott, Les","male","Mr",NA,"BEM","Oxley","Australian Labor Party",NA,"Mr Leslie Scott","Mr Scott","Mr LESLIE SCOTT","Mr SCOTT","Mr Leslie SCOTT"
"Scott1977","165476","Scott","Fiona","Scott, Fiona","female","Ms|Mrs",NA,NA,"Lindsay","Liberal Party of Australia",NA,"(Ms|Mrs) Fiona Scott","(Ms|Mrs) Scott","(Ms|Mrs) FIONA SCOTT","(Ms|Mrs) SCOTT","(Ms|Mrs) Fiona SCOTT"
"Scullin1876","F4Q","Scullin","James","Scullin, Jim","male","Mr","the Rt. Hon.",NA,"Yarra","Australian Labor Party",1953-01-28,"Mr James Scullin","Mr Scullin","Mr JAMES SCULLIN","Mr SCULLIN","Mr James SCULLIN"
"Scully1890","KQB","Scully","William","Scully, William","male","Mr","the Hon.",NA,"Gwydir","Australian Labor Party",1966-03-19,"Mr William Scully","Mr Scully","Mr WILLIAM SCULLY","Mr SCULLY","Mr William SCULLY"
"Seabrook1867","KQW","Seabrook","Alfred","Seabrook, Alfred","male","Mr",NA,NA,"Franklin","Nationalist Party",1939-06-11,"Mr Alfred Seabrook","Mr Seabrook","Mr ALFRED SEABROOK","Mr SEABROOK","Mr Alfred SEABROOK"
"Secker1956","848","Secker","Patrick","Secker, Patrick","male","Mr",NA,NA,"Barker","Liberal Party of Australia",NA,"Mr Patrick Secker","Mr Secker","Mr PATRICK SECKER","Mr SECKER","Mr Patrick SECKER"
"Sercombe1949","QK6","Sercombe","Robert","Sercombe, Bob","male","Mr",NA,NA,"Maribyrnong","Australian Labor Party",NA,"Mr Robert Sercombe","Mr Sercombe","Mr ROBERT SERCOMBE","Mr SERCOMBE","Mr Robert SERCOMBE"
"Sexton1905","KQY","Sexton","Joseph","Sexton, Joe","male","Mr",NA,NA,"Adelaide","Australian Labor Party",1974-04-21,"Mr Joseph Sexton","Mr Sexton","Mr JOSEPH SEXTON","Mr SEXTON","Mr Joseph SEXTON"
"Shack1953","9J4","Shack","Peter","Shack, Peter","male","Mr",NA,NA,"Tangney","Liberal Party of Australia",NA,"Mr Peter Shack","Mr Shack","Mr PETER SHACK","Mr SHACK","Mr Peter SHACK"
"Sharkie1972","265980","Sharkie","Rebekha","Sharkie, Rebekha","female","Ms|Mrs",NA,NA,"Mayo","Centre Alliance",NA,"(Ms|Mrs) Rebekha Sharkie","(Ms|Mrs) Sharkie","(Ms|Mrs) REBEKHA SHARKIE","(Ms|Mrs) SHARKIE","(Ms|Mrs) Rebekha SHARKIE"
"Sharma1975","274506","Sharma","Devanand","Sharma, Dave","male","Mr",NA,NA,"Wentworth","Liberal Party of Australia",NA,"Mr Devanand Sharma","Mr Sharma","Mr DEVANAND SHARMA","Mr SHARMA","Mr Devanand SHARMA"
"Sharp1954","AJ4","Sharp","John","Sharp, John","male","Mr","the Hon.","AM","Hume","National Party of Australia",NA,"Mr John Sharp","Mr Sharp","Mr JOHN SHARP","Mr SHARP","Mr John SHARP"
"Sharpe1868","KR8","Sharpe","James","Sharpe, James","male","Mr",NA,NA,"Oxley","Australian Labor Party",1935-07-08,"Mr James Sharpe","Mr Sharpe","Mr JAMES SHARPE","Mr SHARPE","Mr James SHARPE"
"Shaw1913","KRC","Shaw","George","Shaw, George","male","Mr",NA,NA,"Dawson","Australian Country Party",1966-01-09,"Mr George Shaw","Mr Shaw","Mr GEORGE SHAW","Mr SHAW","Mr George SHAW"
"Sheehan1891","KRE","Sheehan","Thomas","Sheehan, Tom","male","Mr",NA,NA,"Cook","Australian Labor Party",1955-03-26,"Mr Thomas Sheehan","Mr Sheehan","Mr THOMAS SHEEHAN","Mr SHEEHAN","Mr Thomas SHEEHAN"
"Sheehy1899","KRI","Sheehy","Thomas","Sheehy, Tom","male","Mr",NA,NA,"Boothby","Australian Labor Party",1984-09-23,"Mr Thomas Sheehy","Mr Sheehy","Mr THOMAS SHEEHY","Mr SHEEHY","Mr Thomas SHEEHY"
"Sherry1924","L8C","Sherry","Raymond","Sherry, Ray","male","Mr",NA,NA,"Franklin","Australian Labor Party",1989-06-13,"Mr Raymond Sherry","Mr Sherry","Mr RAYMOND SHERRY","Mr SHERRY","Mr Raymond SHERRY"
"Shipton1936","CJ4","Shipton","Roger","Shipton, Roger","male","Mr",NA,"OAM","Higgins","Liberal Party of Australia",1998-01-19,"Mr Roger Shipton","Mr Shipton","Mr ROGER SHIPTON","Mr SHIPTON","Mr Roger SHIPTON"
"Short1936","DJ4","Short","James","Short, Jim","male","Mr","the Hon.",NA,NA,"Liberal Party of Australia",NA,"Mr James Short","Mr Short","Mr JAMES SHORT","Mr SHORT","Mr James SHORT"
"Short1956","9V8","Short","Leonie","Short, Leonie","female","Ms|Mrs",NA,NA,"Ryan","Australian Labor Party",NA,"(Ms|Mrs) Leonie Short","(Ms|Mrs) Short","(Ms|Mrs) LEONIE SHORT","(Ms|Mrs) SHORT","(Ms|Mrs) Leonie SHORT"
"Shorten1967","00ATG","Shorten","William","Shorten, Bill","male","Mr","the Hon.",NA,"Maribyrnong","Australian Labor Party",NA,"Mr William Shorten","Mr Shorten","Mr WILLIAM SHORTEN","Mr SHORTEN","Mr William SHORTEN"
"Sidebottom1951","849","Sidebottom","Peter","Sidebottom, Sid","male","Mr","the Hon.",NA,"Braddon","Australian Labor Party",NA,"Mr Peter Sidebottom","Mr Sidebottom","Mr PETER SIDEBOTTOM","Mr SIDEBOTTOM","Mr Peter SIDEBOTTOM"
"Simmonds1985","282983","Simmonds","Julian","Simmonds, Julian","male","Mr",NA,NA,"Ryan","Liberal Party of Australia",NA,"Mr Julian Simmonds","Mr Simmonds","Mr JULIAN SIMMONDS","Mr SIMMONDS","Mr Julian SIMMONDS"
"Simmons1947","FJ4","Simmons","David","Simmons, David","male","Mr","the Hon.","OAM","Calare","Australian Labor Party",NA,"Mr David Simmons","Mr Simmons","Mr DAVID SIMMONS","Mr SIMMONS","Mr David SIMMONS"
"Simon1936","KRM","Simon","Barry","Simon, Barry","male","Mr",NA,NA,"McMillan","Liberal Party of Australia",2004-07-07,"Mr Barry Simon","Mr Simon","Mr BARRY SIMON","Mr SIMON","Mr Barry SIMON"
"Simpkins1964","HWE","Simpkins","Luke","Simpkins, Luke","male","Mr",NA,NA,"Cowan","Liberal Party of Australia",NA,"Mr Luke Simpkins","Mr Simpkins","Mr LUKE SIMPKINS","Mr SIMPKINS","Mr Luke SIMPKINS"
"Sinclair1864","KRN","Sinclair","Hugh","Sinclair, Hugh","male","Mr",NA,NA,"Moreton","Nationalist Party",1926-08-03,"Mr Hugh Sinclair","Mr Sinclair","Mr HUGH SINCLAIR","Mr SINCLAIR","Mr Hugh SINCLAIR"
"Sinclair1929","5E4","Sinclair","Ian","Sinclair, Ian","male","Mr","the Rt. Hon.","AC","New England","National Party of Australia",NA,"Mr Ian Sinclair","Mr Sinclair","Mr IAN SINCLAIR","Mr SINCLAIR","Mr Ian SINCLAIR"
"Skene1845","KRQ","Skene","Thomas","Skene, Thomas","male","Mr","the Hon.",NA,"Grampians","Free Trade",1910-03-15,"Mr Thomas Skene","Mr Skene","Mr THOMAS SKENE","Mr SKENE","Mr Thomas SKENE"
"Slipper1950","0V5","Slipper","Peter","Slipper, Peter","male","Mr","the Hon.",NA,"Fisher","Independent",NA,"Mr Peter Slipper","Mr Slipper","Mr PETER SLIPPER","Mr SLIPPER","Mr Peter SLIPPER"
"Smith1851","KTT","Smith","Arthur","Smith, Bruce","male","Mr","the Hon.","KC","Parkes","Nationalist Party",1937-08-14,"Mr Arthur Smith","Mr Smith","Mr ARTHUR SMITH","Mr SMITH","Mr Arthur SMITH"
"Smith1856","L2I","Smith","Sydney","Smith, Sydney","male","Mr","the Hon.",NA,"Macquarie","Free Trade",1934-02-21,"Mr Sydney Smith","Mr Smith","Mr SYDNEY SMITH","Mr SMITH","Mr Sydney SMITH"
"Smith1881","KRT","Smith","Albert","Smith, Albert","male","Mr",NA,NA,"Wakefield","Australian Labor Party",1965-02-05,"Mr Albert Smith","Mr Smith","Mr ALBERT SMITH","Mr SMITH","Mr Albert SMITH"
"Smith1939","JV5","Smith","Silvia","Smith, Silvia","female","Ms|Mrs",NA,NA,"Bass","Australian Labor Party",NA,"(Ms|Mrs) Silvia Smith","(Ms|Mrs) Smith","(Ms|Mrs) SILVIA SMITH","(Ms|Mrs) SMITH","(Ms|Mrs) Silvia SMITH"
"Smith1950","SK6","Smith","Anthony","Smith, Tony (Anthony Charles)","male","Mr",NA,NA,"Dickson","Independent",NA,"Mr Anthony Smith","Mr Smith","Mr ANTHONY SMITH","Mr SMITH","Mr Anthony SMITH"
"Smith1954","GJ4","Smith","Warwick","Smith, Warwick","male","Mr","the Hon.","AO","Bass","Liberal Party of Australia",NA,"Mr Warwick Smith","Mr Smith","Mr WARWICK SMITH","Mr SMITH","Mr Warwick SMITH"
"Smith1955","5V5","Smith","Stephen","Smith, Stephen","male","Mr","the Hon.",NA,"Perth","Australian Labor Party",NA,"Mr Stephen Smith","Mr Smith","Mr STEPHEN SMITH","Mr SMITH","Mr Stephen SMITH"
"Smith1967","00APG","Smith","Anthony","Smith, Tony (Anthony David)","male","Mr","the Hon.",NA,"Casey","Liberal Party of Australia",NA,"Mr Anthony Smith","Mr Smith","Mr ANTHONY SMITH","Mr SMITH","Mr Anthony SMITH"
"Smith1970","276714","Smith","David","Smith, David","male","Mr",NA,NA,"Bean","Australian Labor Party",NA,"Mr David Smith","Mr Smith","Mr DAVID SMITH","Mr SMITH","Mr David SMITH"
"SmithWilliam1869","KTU","Smith","William","Smith, William Laird","male","Mr","the Hon.",NA,"Denison","Nationalist Party",1942-10-21,"Mr William Smith","Mr Smith","Mr WILLIAM SMITH","Mr SMITH","Mr William SMITH"
"Smyth1959","5B6","Smyth","Brendan","Smyth, Brendan","male","Mr",NA,NA,"Canberra","Liberal Party of Australia",NA,"Mr Brendan Smyth","Mr Smyth","Mr BRENDAN SMYTH","Mr SMYTH","Mr Brendan SMYTH"
"Smyth1976","172770","Smyth","Laura","Smyth, Laura","female","Ms|Mrs",NA,NA,"La Trobe","Australian Labor Party",NA,"(Ms|Mrs) Laura Smyth","(Ms|Mrs) Smyth","(Ms|Mrs) LAURA SMYTH","(Ms|Mrs) SMYTH","(Ms|Mrs) Laura SMYTH"
"Snedden1926","DQF","Snedden","Billy","Snedden, Billy","male","Mr","the Rt. Hon. Sir","KCMG, QC","Bruce","Liberal Party of Australia",1987-06-27,"Mr Billy Snedden","Mr Snedden","Mr BILLY SNEDDEN","Mr SNEDDEN","Mr Billy SNEDDEN"
"Snow1934","HJ4","Snow","James","Snow, James","male","Mr",NA,NA,"Eden-Monaro","Australian Labor Party",NA,"Mr James Snow","Mr Snow","Mr JAMES SNOW","Mr SNOW","Mr James SNOW"
"Snowdon1950","IJ4","Snowdon","Warren","Snowdon, Warren","male","Mr","the Hon.",NA,"Lingiari","Australian Labor Party",NA,"Mr Warren Snowdon","Mr Snowdon","Mr WARREN SNOWDON","Mr SNOWDON","Mr Warren SNOWDON"
"Solomon1839","KTV","Solomon","Elias","Solomon, Elias","male","Mr","the Hon.",NA,"Fremantle","Free Trade",1909-05-23,"Mr Elias Solomon","Mr Solomon","Mr ELIAS SOLOMON","Mr SOLOMON","Mr Elias SOLOMON"
"Solomon1853","KU9","Solomon","Vaiben","Solomon, Vaiben","male","Mr","the Hon.",NA,"South Australia","Free Trade",1908-10-20,"Mr Vaiben Solomon","Mr Solomon","Mr VAIBEN SOLOMON","Mr SOLOMON","Mr Vaiben SOLOMON"
"Solomon1931","KU8","Solomon","Robert","Solomon, Robert","male","Dr|Mr","Dr","AM","Denison","Liberal Party of Australia",NA,"(Dr|Mr) Robert Solomon","(Dr|Mr) Solomon","(Dr|Mr) ROBERT SOLOMON","(Dr|Mr) SOLOMON","(Dr|Mr) Robert SOLOMON"
"Somlyay1946","ZT4","Somlyay","Alexander","Somlyay, Alexander","male","Mr","the Hon.",NA,"Fairfax","Liberal Party of Australia",NA,"Mr Alexander Somlyay","Mr Somlyay","Mr ALEXANDER SOMLYAY","Mr SOMLYAY","Mr Alexander SOMLYAY"
"Southcott1967","TK6","Southcott","Andrew","Southcott, Andrew","male","Dr|Mr","Dr",NA,"Boothby","Liberal Party of Australia",NA,"(Dr|Mr) Andrew Southcott","(Dr|Mr) Southcott","(Dr|Mr) ANDREW SOUTHCOTT","(Dr|Mr) SOUTHCOTT","(Dr|Mr) Andrew SOUTHCOTT"
"Spence1846","KUF","Spence","William","Spence, William","male","Mr","the Hon.",NA,"Darwin","Nationalist Party",1926-12-13,"Mr William Spence","Mr Spence","Mr WILLIAM SPENCE","Mr SPENCE","Mr William SPENCE"
"Spender1897","KUG","Spender","Percy","Spender, Percy","male","Mr","the Hon. Sir","KCVO KBE","Warringah","Liberal Party of Australia",1985-05-03,"Mr Percy Spender","Mr Spender","Mr PERCY SPENDER","Mr SPENDER","Mr Percy SPENDER"
"Spender1935","JJ4","Spender","John","Spender, John","male","Mr",NA,"KC","North Sydney","Liberal Party of Australia",NA,"Mr John Spender","Mr Spender","Mr JOHN SPENDER","Mr SPENDER","Mr John SPENDER"
"Spooner1891","KUN","Spooner","Eric","Spooner, Eric","male","Mr","the Hon.",NA,"Robertson","United Australia Party",1952-06-03,"Mr Eric Spooner","Mr Spooner","Mr ERIC SPOONER","Mr SPOONER","Mr Eric SPOONER"
