"uniqueID","phid","surname","firstName","displayName","gender","title","prefix","suffix","electorate","party","deathDate","form1","form2","form3","form4","form5"
"Dean1942","KCE","Dean","Arthur","Dean, Gordon","male","Mr",NA,NA,"Herbert","Liberal Party of Australia",NA,"Mr Arthur Dean","Mr Dean","Mr ARTHUR DEAN","Mr DEAN","Mr Arthur DEAN"
"Debus1943","8IS","Debus","Robert","Debus, Bob","male","Mr","the Hon.","AM","Macquarie","Australian Labor Party",NA,"Mr Robert Debus","Mr Debus","Mr ROBERT DEBUS","Mr DEBUS","Mr Robert DEBUS"
"Dedman1896","KCF","Dedman","John","Dedman, John","male","Mr","the Hon.",NA,"Corio","Australian Labor Party",1973-11-22,"Mr John Dedman","Mr Dedman","Mr JOHN DEDMAN","Mr DEDMAN","Mr John DEDMAN"
"Dein1889","JUD","Dein","Adam","Dein, Dick","male","Mr",NA,NA,NA,"United Australia Party",1969-05-09,"Mr Adam Dein","Mr Dein","Mr ADAM DEIN","Mr DEIN","Mr Adam DEIN"
"Dennis1870","KCH","Dennis","Samuel","Dennis, Samuel","male","Mr",NA,NA,"Batman","United Australia Party",1945-01-28,"Mr Samuel Dennis","Mr Dennis","Mr SAMUEL DENNIS","Mr DENNIS","Mr Samuel DENNIS"
"Devine1923","KCI","Devine","Leonard","Devine, Len","male","Mr",NA,NA,"East Sydney","Australian Labor Party",2008-05-29,"Mr Leonard Devine","Mr Devine","Mr LEONARD DEVINE","Mr DEVINE","Mr Leonard DEVINE"
"Dick1972","53517","Dick","Dugald","Dick, Milton","male","Mr","the Hon.",NA,"Oxley","Australian Labor Party",NA,"Mr Dugald Dick","Mr Dick","Mr DUGALD DICK","Mr DICK","Mr Dugald DICK"
"Dobie1927","3G4","Dobie","James","Dobie, Don","male","Mr","the Hon.",NA,"Cook","Liberal Party of Australia",1996-11-25,"Mr James Dobie","Mr Dobie","Mr JAMES DOBIE","Mr DOBIE","Mr James DOBIE"
"Dodd1953","EV5","Dodd","Peter","Dodd, Peter","male","Mr",NA,NA,"Leichhardt","Australian Labor Party",NA,"Mr Peter Dodd","Mr Dodd","Mr PETER DODD","Mr DODD","Mr Peter DODD"
"Dondas1939","5M6","Dondas","Nicholas","Dondas, Nick","male","Mr","the Hon.","AM","Northern Territory","Liberal Party of Australia",NA,"Mr Nicholas Dondas","Mr Dondas","Mr NICHOLAS DONDAS","Mr DONDAS","Mr Nicholas DONDAS"
"Downer1910","KCK","Downer","Alexander","Downer, Alick","male","Mr","the Hon.","KBE","Angas","Liberal Party of Australia",1981-03-30,"Mr Alexander Downer","Mr Downer","Mr ALEXANDER DOWNER","Mr DOWNER","Mr Alexander DOWNER"
"Downer1951","4G4","Downer","Alexander","Downer, Alexander","male","Mr","the Hon.","AC","Mayo","Liberal Party of Australia",NA,"Mr Alexander Downer","Mr Downer","Mr ALEXANDER DOWNER","Mr DOWNER","Mr Alexander DOWNER"
"Doyle1922","KCL","Doyle","Francis","Doyle, Frank","male","Mr",NA,NA,"Lilley","Australian Labor Party",1984-03-13,"Mr Francis Doyle","Mr Doyle","Mr FRANCIS DOYLE","Mr DOYLE","Mr Francis DOYLE"
"Drakeford1878","KCM","Drakeford","Arthur","Drakeford, Arthur","male","Mr","the Hon.",NA,"Maribyrnong","Australian Labor Party",1957-06-09,"Mr Arthur Drakeford","Mr Drakeford","Mr ARTHUR DRAKEFORD","Mr DRAKEFORD","Mr Arthur DRAKEFORD"
"Draper1959","0L6","Draper","Patricia","Draper, Trish","female","Ms|Mrs",NA,NA,"Makin","Liberal Party of Australia",NA,"(Ms|Mrs) Patricia Draper","(Ms|Mrs) Draper","(Ms|Mrs) PATRICIA DRAPER","(Ms|Mrs) DRAPER","(Ms|Mrs) Patricia DRAPER"
"Dreyfus1956","HWG","Dreyfus","Mark","Dreyfus, Mark","male","Mr","the Hon.","KC","Isaacs","Australian Labor Party",NA,"Mr Mark Dreyfus","Mr Dreyfus","Mr MARK DREYFUS","Mr DREYFUS","Mr Mark DREYFUS"
"Drum1960","56430","Drum","Kevin","Drum, Kevin","male","Mr","the Hon.",NA,"Nicholls","The Nationals",NA,"Mr Kevin Drum","Mr Drum","Mr KEVIN DRUM","Mr DRUM","Mr Kevin DRUM"
"Drummond1890","KCS","Drummond","David","Drummond, David","male","Mr","the Hon.",NA,"New England","Australian Country Party",1965-06-13,"Mr David Drummond","Mr Drummond","Mr DAVID DRUMMOND","Mr DRUMMOND","Mr David DRUMMOND"
"Drummond1931","KCT","Drummond","Peter","Drummond, Peter","male","Mr",NA,NA,"Forrest","Liberal Party of Australia",2013-12-10,"Mr Peter Drummond","Mr Drummond","Mr PETER DRUMMOND","Mr DRUMMOND","Mr Peter DRUMMOND"
"Drury1911","KCU","Drury","Edward","Drury, Nigel","male","Mr",NA,"CBE","Ryan","Liberal Party of Australia",1984-05-17,"Mr Edward Drury","Mr Drury","Mr EDWARD DRURY","Mr DRURY","Mr Edward DRURY"
"Dubois1940","5G4","Dubois","Stephen","Dubois, Stephen","male","Mr",NA,NA,"St George","Australian Labor Party",NA,"Mr Stephen Dubois","Mr Dubois","Mr STEPHEN DUBOIS","Mr DUBOIS","Mr Stephen DUBOIS"
"Duffy1938","6G4","Duffy","Michael","Duffy, Michael","male","Mr","the Hon.",NA,"Holt","Australian Labor Party",NA,"Mr Michael Duffy","Mr Duffy","Mr MICHAEL DUFFY","Mr DUFFY","Mr Michael DUFFY"
"Duncan1945","7G4","Duncan","Peter","Duncan, Peter","male","Mr","the Hon.",NA,"Makin","Australian Labor Party",NA,"Mr Peter Duncan","Mr Duncan","Mr PETER DUNCAN","Mr DUNCAN","Mr Peter DUNCAN"
"DuncanHughes1882","JY7","Duncan-Hughes","John","Duncan-Hughes, Jack","male","Mr",NA,"MC, LVO","Wakefield","United Australia Party",1962-08-13,"Mr John Duncan-Hughes","Mr Duncan-Hughes","Mr JOHN DUNCAN-HUGHES","Mr DUNCAN-HUGHES","Mr John DUNCAN-HUGHES"
"Duthie1912","KDA","Duthie","Gilbert","Duthie, Gilbert","male","Mr",NA,"AM","Wilmot","Australian Labor Party",1998-06-13,"Mr Gilbert Duthie","Mr Duthie","Mr GILBERT DUTHIE","Mr DUTHIE","Mr Gilbert DUTHIE"
"Dutton1970","00AKI","Dutton","Peter","Dutton, Peter","male","Mr","the Hon.",NA,"Dickson","Liberal Party of Australia",NA,"Mr Peter Dutton","Mr Dutton","Mr PETER DUTTON","Mr DUTTON","Mr Peter DUTTON"
"Easson1955","RU5","Easson","Mary","Easson, Mary","female","Ms|Mrs",NA,NA,"Lowe","Australian Labor Party",NA,"(Ms|Mrs) Mary Easson","(Ms|Mrs) Easson","(Ms|Mrs) MARY EASSON","(Ms|Mrs) EASSON","(Ms|Mrs) Mary EASSON"
"Edmonds1903","KDB","Edmonds","William","Edmonds, Bill","male","Mr",NA,NA,"Herbert","Australian Labor Party",1968-11-24,"Mr William Edmonds","Mr Edmonds","Mr WILLIAM EDMONDS","Mr EDMONDS","Mr William EDMONDS"
"Edwards1842","KDF","Edwards","Richard","Edwards, Richard","male","Mr","the Hon.",NA,"Oxley","Liberal Party (Commonwealth)",1915-10-29,"Mr Richard Edwards","Mr Edwards","Mr RICHARD EDWARDS","Mr EDWARDS","Mr Richard EDWARDS"
"Edwards1855","KDD","Edwards","George","Edwards, George","male","Mr","the Hon.",NA,"North Sydney","Liberal Party (Commonwealth)",1911-02-04,"Mr George Edwards","Mr Edwards","Mr GEORGE EDWARDS","Mr EDWARDS","Mr George EDWARDS"
"Edwards1927","9G4","Edwards","Harold","Edwards, Harry","male","Dr|Mr","Dr","AM","Berowra","Liberal Party of Australia",2012-06-26,"(Dr|Mr) Harold Edwards","(Dr|Mr) Edwards","(Dr|Mr) HAROLD EDWARDS","(Dr|Mr) EDWARDS","(Dr|Mr) Harold EDWARDS"
"Edwards1945","AG4","Edwards","Ronald","Edwards, Ron","male","Mr",NA,NA,"Stirling","Australian Labor Party",NA,"Mr Ronald Edwards","Mr Edwards","Mr RONALD EDWARDS","Mr EDWARDS","Mr Ronald EDWARDS"
"Edwards1946","83R","Edwards","Graham","Edwards, Graham","male","Mr","the Hon.","AM","Cowan","Australian Labor Party",NA,"Mr Graham Edwards","Mr Edwards","Mr GRAHAM EDWARDS","Mr EDWARDS","Mr Graham EDWARDS"
"Eggins1898","KDH","Eggins","Eldred","Eggins, Jim","male","Mr",NA,NA,"Lyne","Australian Country Party",1952-01-28,"Mr Eldred Eggins","Mr Eggins","Mr ELDRED EGGINS","Mr EGGINS","Mr Eldred EGGINS"
"Einfeld1909","KDI","Einfeld","Sydney","Einfeld, Syd","male","Mr",NA,"AO","Phillip","Australian Labor Party",1995-06-16,"Mr Sydney Einfeld","Mr Einfeld","Mr SYDNEY EINFELD","Mr EINFELD","Mr Sydney EINFELD"
"Eldridge1872","KDJ","Eldridge","John","Eldridge, John","male","Mr",NA,NA,"Martin","Australian Labor Party",1954-04-17,"Mr John Eldridge","Mr Eldridge","Mr JOHN ELDRIDGE","Mr ELDRIDGE","Mr John ELDRIDGE"
"Ellicott1927","YF6","Ellicott","Robert","Ellicott, Bob","male","Mr","the Hon.","AC, KC","Wentworth","Liberal Party of Australia",NA,"Mr Robert Ellicott","Mr Ellicott","Mr ROBERT ELLICOTT","Mr ELLICOTT","Mr Robert ELLICOTT"
"Elliot1967","DZW","Elliot","Maria","Elliot, Justine","female","Ms|Mrs","the Hon.",NA,"Richmond","Australian Labor Party",NA,"(Ms|Mrs) Maria Elliot","(Ms|Mrs) Elliot","(Ms|Mrs) MARIA ELLIOT","(Ms|Mrs) ELLIOT","(Ms|Mrs) Maria ELLIOT"
"Elliott1954","6T4","Elliott","Robert","Elliott, Paul","male","Mr","the Hon.",NA,"Parramatta","Australian Labor Party",NA,"Mr Robert Elliott","Mr Elliott","Mr ROBERT ELLIOTT","Mr ELLIOTT","Mr Robert ELLIOTT"
"Ellis1946","5K6","Ellis","Annette","Ellis, Annette","female","Ms|Mrs",NA,NA,"Canberra","Australian Labor Party",NA,"(Ms|Mrs) Annette Ellis","(Ms|Mrs) Ellis","(Ms|Mrs) ANNETTE ELLIS","(Ms|Mrs) ELLIS","(Ms|Mrs) Annette ELLIS"
"Ellis1977","DZU","Ellis","Katherine","Ellis, Kate","female","Ms|Mrs","the Hon.",NA,"Adelaide","Australian Labor Party",NA,"(Ms|Mrs) Katherine Ellis","(Ms|Mrs) Ellis","(Ms|Mrs) KATHERINE ELLIS","(Ms|Mrs) ELLIS","(Ms|Mrs) Katherine ELLIS"
"Elson1947","6K6","Elson","Kay","Elson, Kay","female","Ms|Mrs",NA,NA,"Forde","Liberal Party of Australia",NA,"(Ms|Mrs) Kay Elson","(Ms|Mrs) Elson","(Ms|Mrs) KAY ELSON","(Ms|Mrs) ELSON","(Ms|Mrs) Kay ELSON"
"Emerson1954","83V","Emerson","Craig","Emerson, Craig","male","Dr|Mr","the Hon. Dr",NA,"Rankin","Australian Labor Party",NA,"(Dr|Mr) Craig Emerson","(Dr|Mr) Emerson","(Dr|Mr) CRAIG EMERSON","(Dr|Mr) EMERSON","(Dr|Mr) Craig EMERSON"
"Enderby1926","8H7","Enderby","Keppel","Enderby, Kep","male","Mr","the Hon.","QC","Canberra","Australian Labor Party",2015-01-07,"Mr Keppel Enderby","Mr Enderby","Mr KEPPEL ENDERBY","Mr ENDERBY","Mr Keppel ENDERBY"
"England1911","KDN","England","John","England, John","male","Mr",NA,"CMG","Calare","National Country Party",1985-06-18,"Mr John England","Mr England","Mr JOHN ENGLAND","Mr ENGLAND","Mr John ENGLAND"
"Entsch1950","7K6","Entsch","Warren","Entsch, Warren","male","Mr","the Hon.",NA,"Leichhardt","Liberal Party of Australia",NA,"Mr Warren Entsch","Mr Entsch","Mr WARREN ENTSCH","Mr ENTSCH","Mr Warren ENTSCH"
"Erwin1917","KDO","Erwin","George","Erwin, Dudley","male","Mr","the Hon.",NA,"Ballaarat","Liberal Party of Australia",1984-10-29,"Mr George Erwin","Mr Erwin","Mr GEORGE ERWIN","Mr ERWIN","Mr George ERWIN"
"Evans1944","VD4","Evans","Gareth","Evans, Gareth","male","Mr","the Hon.","AC, KC","Holt","Australian Labor Party",NA,"Mr Gareth Evans","Mr Evans","Mr GARETH EVANS","Mr EVANS","Mr Gareth EVANS"
"Evans1981","61378","Evans","Trevor","Evans, Trevor","male","Mr","the Hon.",NA,"Brisbane","Liberal Party of Australia",NA,"Mr Trevor Evans","Mr Evans","Mr TREVOR EVANS","Mr EVANS","Mr Trevor EVANS"
"EvansMartyn1953","N36","Evans","Martyn","Evans, Martyn","male","Mr",NA,NA,"Bonython","Australian Labor Party",NA,"Mr Martyn Evans","Mr Evans","Mr MARTYN EVANS","Mr EVANS","Mr Martyn EVANS"
"EvansRichard1953","3V5","Evans","Richard","Evans, Richard","male","Mr",NA,NA,"Cowan","Liberal Party of Australia",NA,"Mr Richard Evans","Mr Evans","Mr RICHARD EVANS","Mr EVANS","Mr Richard EVANS"
"Evatt1894","DTN","Evatt","Herbert","Evatt, Herbert","male","Mr","the Rt. Hon.","QC","Hunter","Australian Labor Party",1965-11-02,"Mr Herbert Evatt","Mr Evatt","Mr HERBERT EVATT","Mr EVATT","Mr Herbert EVATT"
"Everingham1923","KDP","Everingham","Douglas","Everingham, Doug","male","Dr|Mr","the Hon.",NA,"Capricornia","Australian Labor Party",2017-08-24,"(Dr|Mr) Douglas Everingham","(Dr|Mr) Everingham","(Dr|Mr) DOUGLAS EVERINGHAM","(Dr|Mr) EVERINGHAM","(Dr|Mr) Douglas EVERINGHAM"
"Everingham1943","7R5","Everingham","Paul","Everingham, Paul","male","Mr","the Hon.","AO","Northern Territory","Liberal Party of Australia",NA,"Mr Paul Everingham","Mr Everingham","Mr PAUL EVERINGHAM","Mr EVERINGHAM","Mr Paul EVERINGHAM"
"Ewert1918","KDQ","Ewert","Keith","Ewert, Keith","male","Mr",NA,NA,"Flinders","Australian Labor Party",1989-12-02,"Mr Keith Ewert","Mr Ewert","Mr KEITH EWERT","Mr EWERT","Mr Keith EWERT"
"Ewing1856","KDR","Ewing","Thomas","Ewing, Thomas","male","Mr","the Hon. Sir","KCMG","Richmond","Liberal Party (Commonwealth)",1920-09-15,"Mr Thomas Ewing","Mr Ewing","Mr THOMAS EWING","Mr EWING","Mr Thomas EWING"
"Fadden1894","F4T","Fadden","Arthur","Fadden, Arthur","male","Mr","the Rt. Hon. Sir","KCMG","McPherson","Australian Country Party",1973-04-21,"Mr Arthur Fadden","Mr Fadden","Mr ARTHUR FADDEN","Mr FADDEN","Mr Arthur FADDEN"
"Fahey1945","HQ5","Fahey","John","Fahey, John","male","Mr","the Hon.","AC","Macarthur","Liberal Party of Australia",NA,"Mr John Fahey","Mr Fahey","Mr JOHN FAHEY","Mr FAHEY","Mr John FAHEY"
"Failes1899","KDS","Failes","Laurence","Failes, Laurie","male","Mr",NA,NA,"Lawson","Australian Country Party",1976-07-07,"Mr Laurence Failes","Mr Failes","Mr LAURENCE FAILES","Mr FAILES","Mr Laurence FAILES"
"Fairbairn1855","JYR","Fairbairn","George","Fairbairn, George","male","Mr",NA,"Kt",NA,"Nationalist Party",1943-10-23,"Mr George Fairbairn","Mr Fairbairn","Mr GEORGE FAIRBAIRN","Mr FAIRBAIRN","Mr George FAIRBAIRN"
"Fairbairn1897","KEM","Fairbairn","James","Fairbairn, James","male","Mr","the Hon.",NA,"Flinders","United Australia Party",1940-08-13,"Mr James Fairbairn","Mr Fairbairn","Mr JAMES FAIRBAIRN","Mr FAIRBAIRN","Mr James FAIRBAIRN"
"Fairbairn1917","KDT","Fairbairn","David","Fairbairn, David","male","Mr","the Hon.","KBE, DFC","Farrer","Liberal Party of Australia",1994-06-01,"Mr David Fairbairn","Mr Fairbairn","Mr DAVID FAIRBAIRN","Mr FAIRBAIRN","Mr David FAIRBAIRN"
"Fairhall1909","KEN","Fairhall","Allen","Fairhall, Allen","male","Mr","the Hon.","KBE","Paterson","Liberal Party of Australia",2006-11-03,"Mr Allen Fairhall","Mr Fairhall","Mr ALLEN FAIRHALL","Mr FAIRHALL","Mr Allen FAIRHALL"
"Falconer1943","KEO","Falconer","Peter","Falconer, Peter","male","Mr",NA,NA,"Casey","Liberal Party of Australia",NA,"Mr Peter Falconer","Mr Falconer","Mr PETER FALCONER","Mr FALCONER","Mr Peter FALCONER"
"Falinski1970","G86","Falinski","Jason","Falinski, Jason","male","Mr",NA,NA,"Mackellar","Liberal Party of Australia",NA,"Mr Jason Falinski","Mr Falinski","Mr JASON FALINSKI","Mr FALINSKI","Mr Jason FALINSKI"
"Falkinder1921","KEP","Falkinder","Charles","Falkinder, Bill","male","Mr",NA,"CBE, DSO, DFC","Franklin","Liberal Party of Australia",1993-07-11,"Mr Charles Falkinder","Mr Falkinder","Mr CHARLES FALKINDER","Mr FALKINDER","Mr Charles FALKINDER"
"Falkiner1867","KES","Falkiner","Franc","Falkiner, Franc","male","Mr",NA,NA,"Hume","Nationalist Party",1929-10-30,"Mr Franc Falkiner","Mr Falkiner","Mr FRANC FALKINER","Mr FALKINER","Mr Franc FALKINER"
"Falstein1914","KEU","Falstein","Sydney","Falstein, Max","male","Mr",NA,NA,"Watson","Australian Labor Party",1967-05-18,"Mr Sydney Falstein","Mr Falstein","Mr SYDNEY FALSTEIN","Mr FALSTEIN","Mr Sydney FALSTEIN"
"Farmer1962","00AMO","Farmer","Patrick","Farmer, Pat","male","Mr","the Hon.","AM","Macarthur","Liberal Party of Australia",NA,"Mr Patrick Farmer","Mr Farmer","Mr PATRICK FARMER","Mr FARMER","Mr Patrick FARMER"
"Fatin1941","WD4","Fatin","Wendy","Fatin, Wendy","female","Ms|Mrs","the Hon.",NA,"Brand","Australian Labor Party",NA,"(Ms|Mrs) Wendy Fatin","(Ms|Mrs) Fatin","(Ms|Mrs) WENDY FATIN","(Ms|Mrs) FATIN","(Ms|Mrs) Wendy FATIN"
"Fawcett1963","DYU","Fawcett","David","Fawcett, David","male","Mr","the Hon.",NA,NA,"Liberal Party of Australia",NA,"Mr David Fawcett","Mr Fawcett","Mr DAVID FAWCETT","Mr FAWCETT","Mr David FAWCETT"
"Feeney1970","I0O","Feeney","David","Feeney, David","male","Mr","the Hon.",NA,"Batman","Australian Labor Party",NA,"Mr David Feeney","Mr Feeney","Mr DAVID FEENEY","Mr FEENEY","Mr David FEENEY"
"Fenton1864","KEV","Fenton","James","Fenton, James","male","Mr","the Hon.","CMG","Maribyrnong","United Australia Party",1950-12-03,"Mr James Fenton","Mr Fenton","Mr JAMES FENTON","Mr FENTON","Mr James FENTON"
"Ferguson1952","8T4","Ferguson","Laurie","Ferguson, Laurie","male","Mr","the Hon.","OAM","Werriwa","Australian Labor Party",NA,"Mr Laurie Ferguson","Mr Ferguson","Mr LAURIE FERGUSON","Mr FERGUSON","Mr Laurie FERGUSON"
"Ferguson1953","LS4","Ferguson","Martin","Ferguson, Martin","male","Mr","the Hon.","AM","Batman","Australian Labor Party",NA,"Mr Martin Ferguson","Mr Ferguson","Mr MARTIN FERGUSON","Mr FERGUSON","Mr Martin FERGUSON"
"Ferguson1974","DYH","Ferguson","Michael","Ferguson, Michael","male","Mr",NA,NA,"Bass","Liberal Party of Australia",NA,"Mr Michael Ferguson","Mr Ferguson","Mr MICHAEL FERGUSON","Mr FERGUSON","Mr Michael FERGUSON"
"Fife1929","CG4","Fife","Wallace","Fife, Wal","male","Mr","the Hon.",NA,"Hume","Liberal Party of Australia",2017-11-16,"Mr Wallace Fife","Mr Fife","Mr WALLACE FIFE","Mr FIFE","Mr Wallace FIFE"
"Filing1955","QT4","Filing","Paul","Filing, Paul","male","Mr",NA,NA,"Moore","Independent",NA,"Mr Paul Filing","Mr Filing","Mr PAUL FILING","Mr FILING","Mr Paul FILING"
"Finlayson1867","KEX","Finlayson","William","Finlayson, William","male","Mr",NA,NA,"Brisbane","Australian Labor Party",1955-01-13,"Mr William Finlayson","Mr Finlayson","Mr WILLIAM FINLAYSON","Mr FINLAYSON","Mr William FINLAYSON"
"Fischer1946","DG4","Fischer","Timothy","Fischer, Tim","male","Mr","the Hon.","AC","Farrer","National Party of Australia",2019-08-22,"Mr Timothy Fischer","Mr Fischer","Mr TIMOTHY FISCHER","Mr FISCHER","Mr Timothy FISCHER"
"Fisher1862","F4N","Fisher","Andrew","Fisher, Andrew","male","Mr","the Rt. Hon.",NA,"Wide Bay","Australian Labor Party",1928-10-22,"Mr Andrew Fisher","Mr Fisher","Mr ANDREW FISHER","Mr FISHER","Mr Andrew FISHER"
"Fisher1936","EG4","Fisher","Peter","Fisher, Peter","male","Mr",NA,NA,"Mallee","National Party of Australia",NA,"Mr Peter Fisher","Mr Fisher","Mr PETER FISHER","Mr FISHER","Mr Peter FISHER"
"Fisken1897","KEZ","Fisken","Archibald","Fisken, Archibald","male","Mr",NA,"CMG, OBE, MC","Ballaarat","United Australia Party",1970-06-20,"Mr Archibald Fisken","Mr Fisken","Mr ARCHIBALD FISKEN","Mr FISKEN","Mr Archibald FISKEN"
"Fitzgerald1910","JZB","Fitzgerald","Joseph","Fitzgerald, Joe","male","Mr",NA,NA,NA,"Australian Labor Party",1985-11-01,"Mr Joseph Fitzgerald","Mr Fitzgerald","Mr JOSEPH FITZGERALD","Mr FITZGERALD","Mr Joseph FITZGERALD"
"Fitzgibbon1936","FG4","Fitzgibbon","Eric","Fitzgibbon, Eric","male","Mr",NA,NA,"Hunter","Australian Labor Party",2015-01-24,"Mr Eric Fitzgibbon","Mr Fitzgibbon","Mr ERIC FITZGIBBON","Mr FITZGIBBON","Mr Eric FITZGIBBON"
"Fitzgibbon1962","8K6","Fitzgibbon","Joel","Fitzgibbon, Joel","male","Mr","the Hon.",NA,"Hunter","Australian Labor Party",NA,"Mr Joel Fitzgibbon","Mr Fitzgibbon","Mr JOEL FITZGIBBON","Mr FITZGIBBON","Mr Joel FITZGIBBON"
"FitzPatrick1915","KFB","FitzPatrick","John","FitzPatrick, John","male","Mr",NA,NA,"Riverina","Australian Labor Party",1997-07-28,"Mr John FitzPatrick","Mr FitzPatrick","Mr JOHN FITZPATRICK","Mr FITZPATRICK","Mr John FITZPATRICK"
"Fleming1874","KFC","Fleming","William","Fleming, William","male","Mr",NA,NA,"Robertson","Australian Country Party",1961-07-30,"Mr William Fleming","Mr Fleming","Mr WILLIAM FLEMING","Mr FLEMING","Mr William FLEMING"
"Fletcher1965","L6B","Fletcher","Paul","Fletcher, Paul","male","Mr","the Hon.",NA,"Bradfield","Liberal Party of Australia",NA,"Mr Paul Fletcher","Mr Fletcher","Mr PAUL FLETCHER","Mr FLETCHER","Mr Paul FLETCHER"
"Flint1978","245550","Flint","Nicolle","Flint, Nicolle","female","Ms|Mrs",NA,NA,"Boothby","Liberal Party of Australia",NA,"(Ms|Mrs) Nicolle Flint","(Ms|Mrs) Flint","(Ms|Mrs) NICOLLE FLINT","(Ms|Mrs) FLINT","(Ms|Mrs) Nicolle FLINT"
"Foley1872","KFF","Foley","George","Foley, George","male","Mr",NA,NA,"Kalgoorlie","Nationalist Party",1945-10-27,"Mr George Foley","Mr Foley","Mr GEORGE FOLEY","Mr FOLEY","Mr George FOLEY"
"Forbes1923","KFH","Forbes","Alexander","Forbes, Jim","male","Dr|Mr","the Hon. Dr","CMG, MC","Barker","Liberal Party of Australia",2019-08-10,"(Dr|Mr) Alexander Forbes","(Dr|Mr) Forbes","(Dr|Mr) ALEXANDER FORBES","(Dr|Mr) FORBES","(Dr|Mr) Alexander FORBES"
"Ford1936","RT4","Ford","Frank","Ford, Frank","male","Mr",NA,NA,"Dunkley","Liberal Party of Australia",NA,"Mr Frank Ford","Mr Ford","Mr FRANK FORD","Mr FORD","Mr Frank FORD"
"Forde1890","F4U","Forde","Francis","Forde, Frank","male","Mr","the Rt. Hon.",NA,"Capricornia","Australian Labor Party",1983-01-28,"Mr Francis Forde","Mr Forde","Mr FRANCIS FORDE","Mr FORDE","Mr Francis FORDE"
"Forrest1847","KFJ","Forrest","John","Forrest, John","male","Sir","the Rt. Hon. Sir","GCMG","Swan","Nationalist Party",1918-09-02,"Sir John Forrest","Sir Forrest","Sir JOHN FORREST","Sir FORREST","Sir John FORREST"
"Forrest1949","NV5","Forrest","John","Forrest, John (Alexander)","male","Mr",NA,NA,"Mallee","The Nationals",NA,"Mr John Forrest","Mr Forrest","Mr JOHN FORREST","Mr FORREST","Mr John FORREST"
"Foster1856","KFP","Foster","Richard","Foster, Richard","male","Mr","the Hon.",NA,"Wakefield","Liberal Party (Union)",1932-01-05,"Mr Richard Foster","Mr Foster","Mr RICHARD FOSTER","Mr FOSTER","Mr Richard FOSTER"
"Foster1872","KFN","Foster","Francis","Foster, Francis","male","Mr",NA,NA,"New England","Australian Labor Party",1948-09-09,"Mr Francis Foster","Mr Foster","Mr FRANCIS FOSTER","Mr FOSTER","Mr Francis FOSTER"
"Foster1921","KFO","Foster","Norman","Foster, Norm","male","Mr",NA,"OAM","Sturt","Australian Labor Party",2006-11-19,"Mr Norman Foster","Mr Foster","Mr NORMAN FOSTER","Mr FOSTER","Mr Norman FOSTER"
"Fowler1865","JWG","Fowler","James","Fowler, James","male","Mr","the Hon.",NA,"Perth","Nationalist Party",1940-11-03,"Mr James Fowler","Mr Fowler","Mr JAMES FOWLER","Mr FOWLER","Mr James FOWLER"
"Fox1912","JWI","Fox","Edmund","Fox, Max","male","Mr",NA,"CBE","Henty","Liberal Party of Australia",1988-11-27,"Mr Edmund Fox","Mr Fox","Mr EDMUND FOX","Mr FOX","Mr Edmund FOX"
"Foxton1849","JWJ","Foxton","Justin","Foxton, Justin","male","Mr","the Hon.","CMG","Brisbane","Liberal Party (Commonwealth)",1916-06-23,"Mr Justin Foxton","Mr Foxton","Mr JUSTIN FOXTON","Mr FOXTON","Mr Justin FOXTON"
"Francis1873","JWQ","Francis","Grosvenor","Francis, Grosvenor","male","Mr",NA,NA,"Kennedy","Nationalist Party",1944-11-30,"Mr Grosvenor Francis","Mr Francis","Mr GROSVENOR FRANCIS","Mr FRANCIS","Mr Grosvenor FRANCIS"
"Francis1881","JWN","Francis","Frederick","Francis, Frederick","male","Mr",NA,NA,"Henty","Independent",1949-08-15,"Mr Frederick Francis","Mr Francis","Mr FREDERICK FRANCIS","Mr FRANCIS","Mr Frederick FRANCIS"
"Francis1890","JWT","Francis","Josiah","Francis, Josiah","male","Mr","the Hon. Sir","Kt","Moreton","Liberal Party of Australia",1964-02-22,"Mr Josiah Francis","Mr Francis","Mr JOSIAH FRANCIS","Mr FRANCIS","Mr Josiah FRANCIS"
"Fraser1902","JWU","Fraser","Allan","Fraser, Allan","male","Mr",NA,"CMG","Eden-Monaro","Australian Labor Party",1977-12-12,"Mr Allan Fraser","Mr Fraser","Mr ALLAN FRASER","Mr FRASER","Mr Allan FRASER"
"Fraser1908","JWX","Fraser","James","Fraser, Jim","male","Mr",NA,NA,"Australian Capital Territory","Australian Labor Party",1970-04-01,"Mr James Fraser","Mr Fraser","Mr JAMES FRASER","Mr FRASER","Mr James FRASER"
"Fraser1930","QS4","Fraser","John","Fraser, Malcolm","male","Mr","the Rt Hon.","CH, AC","Wannon","Liberal Party of Australia",2015-03-20,"Mr John Fraser","Mr Fraser","Mr JOHN FRASER","Mr FRASER","Mr John FRASER"
"Frazer1880","JX9","Frazer","Charles","Frazer, Charlie","male","Mr","the Hon.",NA,"Kalgoorlie","Australian Labor Party",1913-11-25,"Mr Charles Frazer","Mr Frazer","Mr CHARLES FRAZER","Mr FRAZER","Mr Charles FRAZER"
"Free1943","HG4","Free","Ross","Free, Ross","male","Mr","the Hon.",NA,"Lindsay","Australian Labor Party",NA,"Mr Ross Free","Mr Free","Mr ROSS FREE","Mr FREE","Mr Ross FREE"
