"uniqueID","partyAbbrev","partyName","partyFrom","partyTo","phid","deathDate"
"Sudmalis1955","LIB","Liberal Party of Australia",NA,NA,"241586",NA
"Sukkar1981","LIB","Liberal Party of Australia",NA,NA,"242515",NA
"Sullivan1929","NCP","National Country Party",1975-05-03,NA,"KVQ",NA
"Sullivan1942","LIB","Liberal Party of Australia",NA,NA,"3E4",NA
"Sullivan1950","ALP","Australian Labor Party",NA,NA,"HVS",NA
"Swan1954","ALP","Australian Labor Party",NA,NA,"2V5",NA
"Swanson1970","ALP","Australian Labor Party",NA,NA,"264170",NA
"Swartz1911","LIB","Liberal Party of Australia",NA,NA,"KVR",2006-02-02
"Symon1965","ALP","Australian Labor Party",NA,NA,"HW8",NA
"Tambling1943","CLP","Country Liberal Party (Northern Territory)",1987-07-11,NA,"6E4",NA
"Tambling1943","NPA","National Party of Australia",1982-10-17,NA,"6E4",NA
"Tanner1956","ALP","Australian Labor Party",NA,NA,"YU5",NA
"Taylor1938","LIB","Liberal Party of Australia",NA,NA,"OJ4",NA
"Taylor1966","LIB","Liberal Party of Australia",NA,NA,"231027",NA
"Tehan1968","LIB","Liberal Party of Australia",NA,NA,"210911",NA
"Templeman1963","ALP","Australian Labor Party",NA,NA,"181810",NA
"Theophanous1946","ALP","Australian Labor Party",NA,2000-04-01,"QJ4",NA
"Theophanous1946","IND","Independent",2000-04-01,NA,"QJ4",NA
"Thistlethwaite1972","ALP","Australian Labor Party",NA,NA,"182468",NA
"Thompson1960","LIB","Liberal Party of Australia",NA,NA,"84C",NA
"Thompson1988","LIB","Liberal Party of Australia",NA,NA,"281826",NA
"Thomson1924","NPA","National Party of Australia",1982-10-17,NA,"KVY",2013-10-13
"Thomson1955","ALP","Australian Labor Party",NA,NA,"UK6",NA
"Thomson1961","LIB","Liberal Party of Australia",NA,NA,"FB6",NA
"Thomson1964","ALP","Australian Labor Party",NA,2012-04-01,"HVZ",NA
"Thomson1964","IND","Independent",2012-04-01,NA,"HVZ",NA
"Thwaites1980","ALP","Australian Labor Party",NA,NA,"282212",NA
"Ticehurst1945","LIB","Liberal Party of Australia",NA,NA,"00ANF",NA
"Tickner1951","ALP","Australian Labor Party",NA,NA,"RJ4",NA
"Tollner1966","CLP","Country Liberal Party (Northern Territory)",NA,NA,"00AN4",NA
"Trevor1961","ALP","Australian Labor Party",NA,NA,"HVU",NA
"Truss1948","NP","The Nationals",2003-10-11,NA,"GT4",NA
"Truss1948","NPA","National Party of Australia",NA,2003-10-11,"GT4",NA
"Tuckey1935","LIB","Liberal Party of Australia",NA,NA,"SJ4",NA
"Tudge1971","LIB","Liberal Party of Australia",NA,NA,"M2Y",NA
"Turnbull1954","LIB","Liberal Party of Australia",NA,NA,"885",NA
"Turnour1966","ALP","Australian Labor Party",NA,NA,"HVV",NA
"Uren1921","ALP","Australian Labor Party",NA,NA,"EE4",2015-01-26
"Vaile1956","NP","The Nationals",2003-10-11,NA,"SU5",NA
"Vaile1956","NPA","National Party of Australia",NA,2003-10-11,"SU5",NA
"Vale1944","LIB","Liberal Party of Australia",NA,NA,"VK6",NA
"Vamvakinou1959","ALP","Australian Labor Party",NA,NA,"00AMT",NA
"vanManen1965","LIB","Liberal Party of Australia",NA,NA,"188315",NA
"Varvaris1974","LIB","Liberal Party of Australia",NA,NA,"250077",NA
"Vasta1966","LIB","Liberal Party of Australia",NA,NA,"E0D",NA
"Viner1933","LIB","Liberal Party of Australia",NA,NA,"EE6",NA
"Wakelin1946","LIB","Liberal Party of Australia",NA,NA,"HV5",NA
"Walker1942","ALP","Australian Labor Party",NA,NA,"9T4",2012-06-12
"Wallace1968","LIB","Liberal Party of Australia",NA,NA,"265967",NA
"Washer1945","LIB","Liberal Party of Australia",NA,NA,"84F",NA
"Watson1945","LIB","Liberal Party of Australia",NA,NA,"KAO",NA
"Watts1982","ALP","Australian Labor Party",NA,NA,"193430",NA
"Webb1908","ALP","Australian Labor Party",NA,NA,"KXI",2000-11-15
"Webster1934","LIB","Liberal Party of Australia",NA,NA,"WJ4",NA
"Webster1959","NP","The Nationals",NA,NA,"281688",NA
"Wells1949","ALP","Australian Labor Party",NA,NA,"1B6",NA
"Wells1985","ALP","Australian Labor Party",NA,NA,"264121",NA
"Wentworth1907","IND LIB","Independent Liberal",1977-10-01,NA,"DB6",2003-06-15
"West1934","ALP","Australian Labor Party",NA,NA,"XJ4",NA
"West1952","LIB","Liberal Party of Australia",NA,NA,"XK6",2010-04-20
"Whan1933","ALP","Australian Labor Party",NA,NA,"KZI",2015-10-04
"White1936","LIB","Liberal Party of Australia",NA,NA,"YJ4",2005-02-13
"Whiteley1960","LIB","Liberal Party of Australia",NA,NA,"207800",NA
"Whitlam1916","ALP","Australian Labor Party",NA,NA,"6U4",2014-10-21
"Whitlam1944","ALP","Australian Labor Party",NA,NA,"KZY",NA
"Wicks1973","LIB","Liberal Party of Australia",NA,NA,"241590",NA
"Wilkie1959","ALP","Australian Labor Party",NA,NA,"84G",NA
"Wilkie1961","IND","Independent",NA,NA,"C2T",NA
"Williams1942","LIB","Liberal Party of Australia",NA,NA,"7V5",NA
"Williams1973","LIB","Liberal Party of Australia",NA,NA,"249758",NA
"Willis1938","ALP","Australian Labor Party",NA,NA,"ZJ4",NA
"Wilson1932","LIB","Liberal Party of Australia",NA,NA,"0K4",2013-04-02
"Wilson1966","LIB","Liberal Party of Australia",NA,NA,"198084",NA
"Wilson1972","ALP","Australian Labor Party",NA,NA,"265970",NA
"Wilson1980","LIB","Liberal Party of Australia",NA,NA,"IMW",NA
"Wilton1955","ALP","Australian Labor Party",NA,NA,"YK6",2000-06-14
"Windsor1950","IND","Independent",NA,NA,"009LP",NA
"Wood1968","LIB","Liberal Party of Australia",NA,NA,"E0F",NA
"WoodsHarry1947","ALP","Australian Labor Party",NA,NA,"0U4",NA
"WoodsRobert1947","LIB","Liberal Party of Australia",NA,NA,"1K4",NA
"Wooldridge1956","LIB","Liberal Party of Australia",NA,NA,"8E4",NA
"Worth1946","LIB","Liberal Party of Australia",NA,NA,"8V5",NA
"Wright1942","IND","Independent",1993-01-01,NA,"2K4",2015-01-13
"Wyatt1952","LIB","Liberal Party of Australia",NA,NA,"M3A",NA
"Yates1921","LIB","Liberal Party of Australia",NA,NA,"L1V",2010-04-18
"Young1968","LIB","Liberal Party of Australia",NA,NA,"201906",NA
"Zahra1973","ALP","Australian Labor Party",NA,NA,"84H",NA
"Zammit1941","IND","Independent",1998-02-01,NA,"ZK6",NA
"Zammit1941","LIB","Liberal Party of Australia",NA,1998-02-01,"ZK6",NA
"Zappia1952","ALP","Australian Labor Party",NA,NA,"HWB",NA
"Zimmerman1968","LIB","Liberal Party of Australia",NA,NA,"203092",NA
